scenario_id,strategy,family,allocation_pair,budget_mode,n_months,first_date,last_date,ann_return,ann_vol,sharpe,max_drawdown,cvar_1pct_monthly,final_wealth,avg_monthly_turnover,ann_turnover,avg_tcost_paid_monthly,ann_tcost_drag,avg_w_eq,avg_w_bd,avg_w_cash,gamma,tau,tcost_one_way,prob_smooth_halflife,shrink_k,strategy_name,feature_design,lambda_turnover,effective_trade_penalty,max_monthly_turnover,both_good_n,equity_good_only_n,bond_good_only_n,both_bad_n,both_good_avg_eq,both_good_avg_bd,both_good_avg_cash,equity_good_only_avg_eq,equity_good_only_avg_bd,equity_good_only_avg_cash,bond_good_only_avg_eq,bond_good_only_avg_bd,bond_good_only_avg_cash,both_bad_avg_eq,both_bad_avg_bd,both_bad_avg_cash,turnover_cap
z_smooth_only,z_smooth_only__LOGIT_return_sortino_vs_bond__cash_allowed__g3p0__tau3p0__c0p0005__phl3p0__l10p0005,LOGIT,return_sortino_vs_bond,cash_allowed,345,1996-02-29,2024-10-31,0.048250296797323,0.06919194562758522,0.6973397894752466,-0.11093085558356774,-0.06599747308373669,372.8528923347602,0.03878260869565217,0.46539130434782605,1.9391304347826087e-05,0.00023269565217391304,0.3695652173913043,0.5478840579710145,0.08255072463768115,3.0,3.0,0.0005,3.0,36.0,z_smooth_only__LOGIT_return_sortino_vs_bond__cash_allowed__g3p0__tau3p0__c0p0005__phl3p0__l10p0005,z_smooth_only,0.0005,0.002,1.0,148,118,49,30,0.3998648648648649,0.5937837837837839,0.006351351351351339,0.5698305084745763,0.3672881355932203,0.06288135593220337,0.014693877551020407,0.982857142857143,0.0024489795918367324,0.012,0.32133333333333336,0.6666666666666666,0.5
z_smooth_only,z_smooth_only__RF_return_sortino_vs_bond__cash_allowed__g3p0__tau1p0__c0p0005__phl0p0__l10p001,RF,return_sortino_vs_bond,cash_allowed,345,1996-02-29,2024-10-31,0.0471242333703092,0.05782409440265458,0.8149584331085663,-0.12785235505892367,-0.052008457850254014,368.5312276716616,0.061565217391304355,0.7387826086956523,3.0782608695652175e-05,0.0003693913043478261,0.3471884057971015,0.5830724637681161,0.0697391304347826,3.0,1.0,0.0005,0.0,36.0,z_smooth_only__RF_return_sortino_vs_bond__cash_allowed__g3p0__tau1p0__c0p0005__phl0p0__l10p001,z_smooth_only,0.001,0.0015,1.0,163,88,69,25,0.4229447852760736,0.5770552147239264,-9.535657880216069e-18,0.5693181818181818,0.3518181818181818,0.07886363636363634,0.0017391304347826085,0.9915942028985507,0.006666666666666666,0.024800000000000003,0.3088,0.6664,0.75
