tcost_one_way,n_strategies,best_sharpe,median_sharpe,best_ann_return,median_ann_return,median_ann_turnover,min_ann_turnover,best_ann_turnover,median_avg_cash,best_strategy
0.0005,488,0.8149584331085663,0.5921701526297866,0.08288474087368623,0.05947618552060501,0.6608695652173913,0.20800000000000002,0.7387826086956523,0.06391304347826085,z_smooth_only__RF_return_sortino_vs_bond__cash_allowed__g3p0__tau1p0__c0p0005__phl0p0__l10p001
0.001,292,0.8087712312846725,0.5783679081106942,0.08225308869977319,0.058246818755268326,0.6427826086956521,0.20800000000000002,0.7387826086956523,0.06547826086956522,z_smooth_only__RF_return_sortino_vs_bond__cash_allowed__g3p0__tau1p0__c0p001__phl0p0__l10p0005
0.0025,122,0.7531984553306084,0.5596556745058813,0.07364646726517791,0.05672590505488678,0.5217391304347826,0.20800000000000002,0.8918260869565218,0.06582608695652173,z_plus_zsmooth__LOGIT_return_sortino_vs_bond__cash_allowed__g3p0__tau1p0__c0p0025__phl0p0__l10p001
