strategy,strategy_name,feature_design,family,allocation_pair,budget_mode,gamma,tau,tcost_one_way,lambda_turnover,effective_trade_penalty,prob_smooth_halflife,n_months,ann_return,ann_vol,sharpe,max_drawdown,cvar_1pct_monthly,final_wealth,benchmark_ann_return,benchmark_ann_vol,benchmark_sharpe,benchmark_max_drawdown,ann_turnover,avg_monthly_turnover,max_monthly_turnover,avg_monthly_tcost_paid,ann_tcost_drag,avg_w_eq,avg_w_bd,avg_w_cash,both_bad_avg_cash,both_bad_avg_eq,both_bad_avg_bd,both_good_avg_eq,both_good_avg_bd,equity_good_only_avg_eq,bond_good_only_avg_bd
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g5__tau3__l10p001__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g5__tau3__l10p001__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,5.0,3.0,0.0005,0.001,0.0025,0.0,345,0.05755350272751425,0.08244198131670248,0.698109164873432,-0.23331662165964973,-0.07285109940419608,500.82634717106913,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,0.9850434782608695,0.08208695652173913,1.52,4.1043478260869574e-05,0.0004925217391304349,0.4972173913043479,0.49472463768115943,0.008057971014492758,0.0009090909090909098,0.20818181818181822,0.7909090909090911,0.5930718954248366,0.40379084967320256,0.6185046728971962,0.8406349206349206
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g5__tau5__l10__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g5__tau5__l10__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,5.0,5.0,0.0005,0.0,0.0025,0.0,345,0.05755350272751425,0.08244198131670248,0.698109164873432,-0.23331662165964973,-0.07285109940419608,500.82634717106913,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,0.9850434782608695,0.08208695652173913,1.52,4.1043478260869574e-05,0.0004925217391304349,0.4972173913043479,0.49472463768115943,0.008057971014492758,0.0009090909090909098,0.20818181818181822,0.7909090909090911,0.5930718954248366,0.40379084967320256,0.6185046728971962,0.8406349206349206
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p5__tau1__l10p0005__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p5__tau1__l10p0005__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,0.5,1.0,0.0005,0.0005,0.001,0.0,345,0.07662860818221673,0.11153305073751206,0.6870484369925347,-0.2393944671389353,-0.10441700000000001,837.9215704218595,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.8337391304347825,0.15281159420289855,2.0,7.640579710144928e-05,0.0009168695652173914,0.7520579710144929,0.2479420289855072,3.2180377525366857e-19,0.0,0.22727272727272727,0.7727272727272727,0.9199999999999999,0.08,0.9269158878504673,0.7695238095238096
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p25__tau1__l10p0005__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p25__tau1__l10p0005__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,0.25,1.0,0.0005,0.0005,0.001,0.0,345,0.07670312060875561,0.11201136003137772,0.6847798347173785,-0.24440836525627785,-0.10441700000000001,839.5904350503394,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.7419130434782608,0.14515942028985507,2.0,7.257971014492753e-05,0.0008709565217391304,0.756927536231884,0.24307246376811595,0.0,0.0,0.22727272727272727,0.7727272727272727,0.9247058823529413,0.07529411764705882,0.931588785046729,0.7622222222222221
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p5__tau1__l10p001__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p5__tau1__l10p001__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,0.5,1.0,0.0005,0.001,0.0015,0.0,345,0.07695545804049164,0.112804961838922,0.6821992294131435,-0.26369440977178327,-0.104342,845.2659322676748,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.4970434782608697,0.12475362318840581,2.0,6.23768115942029e-05,0.0007485217391304347,0.7666666666666667,0.23333333333333334,2.4135283144025142e-19,0.0,0.2545454545454545,0.7454545454545454,0.9300653594771242,0.06993464052287582,0.9357009345794393,0.7384126984126983
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p5__tau3__l10__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p5__tau3__l10__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,0.5,3.0,0.0005,0.0,0.0015,0.0,345,0.07695545804049164,0.112804961838922,0.6821992294131435,-0.26369440977178327,-0.104342,845.2659322676748,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.4970434782608697,0.12475362318840581,2.0,6.23768115942029e-05,0.0007485217391304347,0.7666666666666667,0.23333333333333334,2.4135283144025142e-19,0.0,0.2545454545454545,0.7454545454545454,0.9300653594771242,0.06993464052287582,0.9357009345794393,0.7384126984126983
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau1__l10p001__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau1__l10p001__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,1.0,1.0,0.0005,0.001,0.0015,0.0,345,0.07631037530191742,0.111861506554562,0.6821861930198122,-0.252008807553867,-0.104377,830.8300352310596,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.647304347826087,0.13727536231884058,2.0,6.863768115942029e-05,0.0008236521739130435,0.7534492753623189,0.24655072463768116,1.0659750055277772e-18,0.0,0.24181818181818182,0.7581818181818182,0.9218300653594771,0.07816993464052288,0.9173831775700935,0.7552380952380953
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau3__l10__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau3__l10__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,1.0,3.0,0.0005,0.0,0.0015,0.0,345,0.07631037530191742,0.111861506554562,0.6821861930198122,-0.252008807553867,-0.104377,830.8300352310596,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.647304347826087,0.13727536231884058,2.0,6.863768115942029e-05,0.0008236521739130435,0.7534492753623189,0.24655072463768116,1.0659750055277772e-18,0.0,0.24181818181818182,0.7581818181818182,0.9218300653594771,0.07816993464052288,0.9173831775700935,0.7552380952380953
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p25__tau1__l10p001__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p25__tau1__l10p001__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,0.25,1.0,0.0005,0.001,0.0015,0.0,345,0.07761947373947109,0.11401198782392077,0.6808009861151267,-0.27548662661583734,-0.104272,860.3782712041152,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.4024347826086956,0.11686956521739131,2.0,5.8434782608695646e-05,0.0007012173913043477,0.7743768115942028,0.22562318840579712,4.022547190670857e-19,0.0,0.27636363636363637,0.7236363636363636,0.9335947712418301,0.06640522875816994,0.9446728971962617,0.7276190476190477
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p25__tau3__l10__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p25__tau3__l10__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,0.25,3.0,0.0005,0.0,0.0015,0.0,345,0.07761947373947109,0.11401198782392077,0.6808009861151267,-0.27548662661583734,-0.104272,860.3782712041152,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.4024347826086956,0.11686956521739131,2.0,5.8434782608695646e-05,0.0007012173913043477,0.7743768115942028,0.22562318840579712,4.022547190670857e-19,0.0,0.27636363636363637,0.7236363636363636,0.9335947712418301,0.06640522875816994,0.9446728971962617,0.7276190476190477
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p5__tau1__l10__c0p001__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p5__tau1__l10__c0p001__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,0.5,1.0,0.001,0.0,0.001,0.0,345,0.0756830850722452,0.11155031950955686,0.6784658744591152,-0.24091311539804805,-0.10466700000000001,816.2061252426913,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.8337391304347825,0.15281159420289855,2.0,0.00015281159420289857,0.0018337391304347828,0.7520579710144929,0.2479420289855072,3.2180377525366857e-19,0.0,0.22727272727272727,0.7727272727272727,0.9199999999999999,0.08,0.9269158878504673,0.7695238095238096
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau1__l10p0005__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau1__l10p0005__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,1.0,1.0,0.0005,0.0005,0.001,0.0,345,0.07494255311417142,0.11068730284611525,0.677065491589053,-0.23517417319483047,-0.10441700000000001,801.0034491677465,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,2.0424347826086953,0.17020289855072462,2.0,8.510144927536233e-05,0.001021217391304348,0.7445217391304348,0.2554782608695652,1.1263132133878399e-18,2.523234146875356e-18,0.2081818181818182,0.7918181818181819,0.9147712418300652,0.08522875816993464,0.9199999999999999,0.7796825396825396
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p25__tau1__l10__c0p001__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p25__tau1__l10__c0p001__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,0.25,1.0,0.001,0.0,0.001,0.0,345,0.07580515052734582,0.11204097346611887,0.6765841832878153,-0.24592103694812162,-0.10466700000000001,818.8731686378433,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.7419130434782608,0.14515942028985507,2.0,0.00014515942028985507,0.0017419130434782608,0.756927536231884,0.24307246376811595,0.0,0.0,0.22727272727272727,0.7727272727272727,0.9247058823529413,0.07529411764705882,0.931588785046729,0.7622222222222221
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p5__tau1__l10p0005__c0p001__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p5__tau1__l10p0005__c0p001__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,0.5,1.0,0.001,0.0005,0.0015,0.0,345,0.07619044155502896,0.11281688047169601,0.6753461116498781,-0.26514760737522836,-0.104517,827.3467967681543,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.4970434782608697,0.12475362318840581,2.0,0.0001247536231884058,0.0014970434782608695,0.7666666666666667,0.23333333333333334,2.4135283144025142e-19,0.0,0.2545454545454545,0.7454545454545454,0.9300653594771242,0.06993464052287582,0.9357009345794393,0.7384126984126983
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p25__tau1__l10p0005__c0p001__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g0p25__tau1__l10p0005__c0p001__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,0.25,1.0,0.001,0.0005,0.0015,0.0,345,0.07690621557622679,0.11401198027707747,0.6745450380681535,-0.27690582704116207,-0.104377,843.3138691505526,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.4024347826086956,0.11686956521739131,2.0,0.00011686956521739129,0.0014024347826086954,0.7743768115942028,0.22562318840579712,4.022547190670857e-19,0.0,0.27636363636363637,0.7236363636363636,0.9335947712418301,0.06640522875816994,0.9446728971962617,0.7276190476190477
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau1__l10p0005__c0p001__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau1__l10p0005__c0p001__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,1.0,1.0,0.001,0.0005,0.0015,0.0,345,0.0754641802851761,0.11188352436732285,0.6744887659904327,-0.25349575238101785,-0.10458700000000001,811.4441971162879,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.647304347826087,0.13727536231884058,2.0,0.00013727536231884058,0.001647304347826087,0.7534492753623189,0.24655072463768116,1.0659750055277772e-18,0.0,0.24181818181818182,0.7581818181818182,0.9218300653594771,0.07816993464052288,0.9173831775700935,0.7552380952380953
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g5__tau1__l10__c0p0025__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g5__tau1__l10__c0p0025__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,5.0,1.0,0.0025,0.0,0.0025,0.0,345,0.05558955107688712,0.08248538957080385,0.6739320910786283,-0.23701057206832832,-0.07287109940419607,473.32457301536675,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,0.9850434782608695,0.08208695652173913,1.52,0.00020521739130434784,0.002462608695652174,0.4972173913043479,0.49472463768115943,0.008057971014492758,0.0009090909090909098,0.20818181818181822,0.7909090909090911,0.5930718954248366,0.40379084967320256,0.6185046728971962,0.8406349206349206
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau1__l10__c0p001__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau1__l10__c0p001__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,1.0,1.0,0.001,0.0,0.001,0.0,345,0.07388662294262183,0.11070754644990567,0.6674036713120994,-0.23702680654445663,-0.10466700000000001,777.9112020547394,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,2.0424347826086953,0.17020289855072462,2.0,0.00017020289855072465,0.002042434782608696,0.7445217391304348,0.2554782608695652,1.1263132133878399e-18,2.523234146875356e-18,0.2081818181818182,0.7918181818181819,0.9147712418300652,0.08522875816993464,0.9199999999999999,0.7796825396825396
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau3__l10p0005__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau3__l10p0005__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,2.0,3.0,0.0005,0.0005,0.002,0.0,345,0.07227337158844538,0.1106405523139539,0.6532267787615728,-0.2571753236980887,-0.10066325000000001,745.7478730238124,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.6111304347826088,0.1342608695652174,2.0,6.71304347826087e-05,0.0008055652173913043,0.7404057971014494,0.25959420289855073,5.329875027638886e-19,0.0,0.28272727272727277,0.7172727272727274,0.907843137254902,0.09215686274509804,0.888785046728972,0.7584126984126984
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g5__tau3__l10p0005__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g5__tau3__l10p0005__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,5.0,3.0,0.0005,0.0005,0.002,0.0,345,0.058023020165012706,0.08889996177405672,0.6526776728260113,-0.2359608385825509,-0.08453851389416002,506.57142742822145,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.4177391304347828,0.1181449275362319,2.0,5.907246376811595e-05,0.0007088695652173914,0.5519420289855073,0.4401159420289855,0.007942028985507258,0.009999999999999998,0.17090909090909093,0.8190909090909092,0.6864052287581699,0.3135947712418301,0.663177570093458,0.8304761904761905
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau1__l10p001__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau1__l10p001__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,2.0,1.0,0.0005,0.001,0.0015,0.0,345,0.07190976339848021,0.11027867699361775,0.6520731419605433,-0.24222163964041588,-0.104397,738.5115821207864,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.964521739130435,0.16371014492753624,2.0,8.185507246376812e-05,0.0009822608695652176,0.7336811594202899,0.2663188405797101,4.8270566288050285e-19,0.0,0.21454545454545457,0.7854545454545455,0.909281045751634,0.09071895424836601,0.887663551401869,0.773015873015873
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau3__l10__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau3__l10__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,2.0,3.0,0.0005,0.0,0.0015,0.0,345,0.07190976339848021,0.11027867699361775,0.6520731419605433,-0.24222163964041588,-0.104397,738.5115821207864,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.964521739130435,0.16371014492753624,2.0,8.185507246376812e-05,0.0009822608695652176,0.7336811594202899,0.2663188405797101,4.8270566288050285e-19,0.0,0.21454545454545457,0.7854545454545455,0.909281045751634,0.09071895424836601,0.887663551401869,0.773015873015873
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau1__l10p0005__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau1__l10p0005__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,2.0,1.0,0.0005,0.0005,0.001,0.0,345,0.0716615363101698,0.10995602629644602,0.6517290477282921,-0.23269201426140074,-0.10441700000000001,733.6105074953778,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,2.27895652173913,0.18991304347826085,2.0,9.495652173913045e-05,0.0011394782608695653,0.7311884057971014,0.2688115942028986,4.8270566288050285e-19,0.0,0.19454545454545455,0.8054545454545454,0.9081045751633987,0.0918954248366013,0.8928971962616822,0.7857142857142857
z_smooth_only__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau1__l10__c0p0005__phl0,z_smooth_only__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau1__l10__c0p0005__phl0,z_smooth_only,LOGIT,return_sortino_vs_bond,cash_allowed,3.0,1.0,0.0005,0.0,0.0005,0.0,345,0.06906094158322107,0.10638512402490072,0.6491597600342743,-0.212488852766327,-0.10208331869325664,684.1149775533911,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.9909565217391307,0.16591304347826089,2.0,8.295652173913044e-05,0.0009954782608695653,0.691768115942029,0.30220289855072463,0.006028985507246378,0.022727272727272728,0.20545454545454547,0.7718181818181818,0.874640522875817,0.125359477124183,0.8183177570093458,0.7974603174603175
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau3__l10p001__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau3__l10p001__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,3.0,3.0,0.0005,0.001,0.0025,0.0,345,0.06931095488800953,0.1068266656859417,0.6488169825666552,-0.249807697990315,-0.09797,688.7296138227729,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.346782608695652,0.11223188405797101,2.0,5.611594202898551e-05,0.0006733913043478262,0.6993623188405796,0.3006376811594203,3.610236103627094e-18,1.5139404881252134e-17,0.33727272727272717,0.6627272727272728,0.8394771241830066,0.16052287581699348,0.8491588785046729,0.7688888888888888
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau5__l10__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau5__l10__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,3.0,5.0,0.0005,0.0,0.0025,0.0,345,0.06931095488800953,0.1068266656859417,0.6488169825666552,-0.249807697990315,-0.09797,688.7296138227729,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.346782608695652,0.11223188405797101,2.0,5.611594202898551e-05,0.0006733913043478262,0.6993623188405796,0.3006376811594203,3.610236103627094e-18,1.5139404881252134e-17,0.33727272727272717,0.6627272727272728,0.8394771241830066,0.16052287581699348,0.8491588785046729,0.7688888888888888
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau1__l10p001__c0p001__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau1__l10p001__c0p001__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,2.0,1.0,0.001,0.001,0.002,0.0,345,0.07145118453980115,0.11064916963557792,0.6457453298124605,-0.2588117745261922,-0.10066325000000001,728.7545553634458,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.6111304347826088,0.1342608695652174,2.0,0.0001342608695652174,0.0016111304347826087,0.7404057971014494,0.25959420289855073,5.329875027638886e-19,0.0,0.28272727272727277,0.7172727272727274,0.907843137254902,0.09215686274509804,0.888785046728972,0.7584126984126984
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g5__tau1__l10p001__c0p001__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g5__tau1__l10p001__c0p001__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,5.0,1.0,0.001,0.001,0.002,0.0,345,0.05731282868004972,0.08890821573500114,0.6446291628534725,-0.2372831987803935,-0.08454851389416002,496.38956359590816,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.4177391304347828,0.1181449275362319,2.0,0.0001181449275362319,0.0014177391304347829,0.5519420289855073,0.4401159420289855,0.007942028985507258,0.009999999999999998,0.17090909090909093,0.8190909090909092,0.6864052287581699,0.3135947712418301,0.663177570093458,0.8304761904761905
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau3__l10p0005__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau3__l10p0005__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,3.0,3.0,0.0005,0.0005,0.002,0.0,345,0.06970732846368866,0.10825015592857089,0.6439466794827086,-0.25131819457946514,-0.10068825,696.1073409300444,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.6779130434782605,0.1398260869565217,2.0,6.991304347826086e-05,0.0008389565217391303,0.7129275362318841,0.28707246376811596,1.8604280756852715e-18,1.5770213417970973e-18,0.24999999999999992,0.7500000000000001,0.878169934640523,0.12183006535947713,0.8590654205607476,0.7749206349206348
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau1__l10p0005__c0p001__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau1__l10p0005__c0p001__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,2.0,1.0,0.001,0.0005,0.0015,0.0,345,0.07089663054933015,0.11031116121644334,0.6426968020962331,-0.2441013640996902,-0.104627,717.988044950817,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,1.964521739130435,0.16371014492753624,2.0,0.00016371014492753624,0.001964521739130435,0.7336811594202899,0.2663188405797101,4.8270566288050285e-19,0.0,0.21454545454545457,0.7854545454545455,0.909281045751634,0.09071895424836601,0.887663551401869,0.773015873015873
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau1__l10__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g1__tau1__l10__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,1.0,1.0,0.0005,0.0,0.0005,0.0,345,0.07079153865687071,0.11046701913516226,0.6408386793731938,-0.2308262514055771,-0.10441700000000001,716.67961723571,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,2.4347826086956523,0.2028985507246377,2.0,0.00010144927536231885,0.0012173913043478262,0.7388985507246376,0.26110144927536233,0.0,0.0,0.18545454545454546,0.8145454545454546,0.9120261437908497,0.08797385620915034,0.9114018691588784,0.7812698412698412
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau1__l10__c0p001__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g2__tau1__l10__c0p001__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,2.0,1.0,0.001,0.0,0.001,0.0,345,0.07048131088200282,0.10998809296661656,0.6408085546441397,-0.2347834605559278,-0.10466700000000001,710.0254461038527,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,2.27895652173913,0.18991304347826085,2.0,0.0001899130434782609,0.0022789565217391306,0.7311884057971014,0.2688115942028986,4.8270566288050285e-19,0.0,0.19454545454545455,0.8054545454545454,0.9081045751633987,0.0918954248366013,0.8928971962616822,0.7857142857142857
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau1__l10p001__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau1__l10p001__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,3.0,1.0,0.0005,0.001,0.0015,0.0,345,0.0689065138218985,0.10803656881654458,0.6378073144743027,-0.23873689833728673,-0.10066325000000001,681.2795427435766,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,2.0702608695652174,0.17252173913043478,2.0,8.62608695652174e-05,0.0010351304347826088,0.7086956521739131,0.29130434782608694,2.473866522262577e-18,0.0,0.18727272727272729,0.8127272727272729,0.8921568627450981,0.10784313725490197,0.8450467289719628,0.7863492063492064
z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau3__l10__c0p0005__phl0,z_plus_zsmooth__LOGIT__return_sortino_vs_bond__cash_allowed__g3__tau3__l10__c0p0005__phl0,z_plus_zsmooth,LOGIT,return_sortino_vs_bond,cash_allowed,3.0,3.0,0.0005,0.0,0.0015,0.0,345,0.0689065138218985,0.10803656881654458,0.6378073144743027,-0.23873689833728673,-0.10066325000000001,681.2795427435766,0.04577156368373059,0.09626899588263856,0.47545487790825885,-0.3606110644992979,2.0702608695652174,0.17252173913043478,2.0,8.62608695652174e-05,0.0010351304347826088,0.7086956521739131,0.29130434782608694,2.473866522262577e-18,0.0,0.18727272727272729,0.8127272727272729,0.8921568627450981,0.10784313725490197,0.8450467289719628,0.7863492063492064
