date,asset,teacher_panel,feature_group,source_frequency,label_source,feature_source,excess_return,excess_return_source,n_daily_obs,ewm_return_3m,ewm_return_6m,ewm_return_12m,log_downside_1m,log_downside_3m,log_downside_6m,log_downside_12m,sharpe_3m,sharpe_6m,sharpe_12m,realized_vol_6m
1976-01-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,,monthly_rf,,,,,,,,,,,,
1976-02-29,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.004152721922510885,monthly_rf,,,,,,,,,,,,
1976-03-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.00797429906542058,monthly_rf,,,,,,,,,,,,
1976-04-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.0013796055796055735,monthly_rf,,,,,,,,,,,,
1976-05-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.012788300009566619,monthly_rf,,0.0007003821073890324,,,-4.705798177987747,-5.148437791904215,,,-0.1321600791619902,,,
1976-06-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.009891928943811494,monthly_rf,,0.0025965933851354976,,,-5.052371768221913,-5.2639623219764555,,,-0.05404687044360243,,,
1976-07-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.007008710138029543,monthly_rf,,0.00350681075055428,,,-5.398945358437106,-5.3794868520461145,,,0.13597742880488597,,,
1976-08-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.013677305231464026,monthly_rf,,0.005604978412447576,0.004702910251741518,,-5.745518948625466,-5.495011382112875,-5.640250701082328,,3.732566865807815,0.528113223242583,,0.008566202520908986
1976-09-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.009373340728415516,monthly_rf,,0.006382389576133102,0.005212460203583077,,-6.092092538775878,-5.610535912176383,-5.69801296611225,,3.6296331347772726,0.5483500325787124,,0.008675295253241462
1976-10-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.0066595513814169316,monthly_rf,,0.006439567910780453,0.005370339706052557,,-6.438666128872625,-5.72606044223624,-5.755775231141175,,3.4274946368096844,0.6589219403972031,,0.008555018517375234
1976-11-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.020176815516463668,monthly_rf,,0.009273554866259085,0.0069857451967924675,,-6.785239718893477,-5.841584972291997,-5.8135374961690465,,2.067283629483429,2.392097094793198,,0.004653354307859768
1976-12-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.014233066149916155,monthly_rf,,0.010296699435453461,0.00777643720282664,,-7.131813308806999,-5.9571095023431555,-5.8712997611958,,2.4747686229301418,2.5004479748615753,,0.004741069723358993
1977-01-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.022804152249134964,monthly_rf,,0.0034680111434445453,0.004440055693593609,,-4.126772385144378,-4.545855560410989,-4.829748081687251,,0.20343881605105416,0.4942810287616783,,0.013931321236114196
1977-02-28,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.0002925560063503116,monthly_rf,,0.0028129164189009165,0.003987558161202823,0.00424831476799346,-4.473345975398678,-4.661380090492773,-4.88751034672647,-5.1594010655361595,-0.18067163979712805,0.3389172402037571,0.40095176438120184,0.0137354955812624
1977-03-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.0036685879975397995,monthly_rf,,0.0029894410155044734,0.003952758107472202,0.0042157772045449265,-4.819919565642345,-4.776904620573142,-4.945272611765246,-5.188282198054391,-0.5338880708816864,0.27293516759424696,0.37104234854267837,0.01357246911835409
1977-04-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.005270294784580657,monthly_rf,,0.0034599799483720733,0.0040965030478418525,0.004274962728513669,-5.166493155870974,-4.892429150651926,-5.003034876803553,-5.217163330572472,1.4831474081877511,0.25664313169199543,0.4005453512188663,0.013531869504813032
1977-05-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.0032144338807261006,monthly_rf,,0.0034093239237700363,0.004000268171020641,0.0042154398180107005,-5.513066746078335,-5.007953680728929,-5.060797141841363,-5.246044463090399,4.594084847486404,0.05694178138193348,0.5812696354924572,0.011341369130593573
1977-06-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.010163090128755495,monthly_rf,,0.004802622339484899,0.004672639946482378,0.0045492557796301914,-5.85964033625562,-5.123478210803933,-5.118559406878647,-5.274925595608169,2.1327490976745596,-0.0030671878200444077,0.5829706166493668,0.010606319893889585
1977-07-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.004792467202708446,monthly_rf,,0.002823160413794947,0.0036399846235666195,0.004024945156509216,-5.535673798640233,-5.161215904371628,-5.138521463623373,-5.278397233319077,0.4683093553143754,0.6505553079485263,0.4671011783064298,0.004564432717110419
1977-08-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.00516978319783186,monthly_rf,,0.0033072674598554896,0.0038068876090060384,0.004089199978446593,-5.882247388815171,-5.276740434443598,-5.1962837286599,-5.307278365836663,0.5651483162254539,0.8503073624780644,0.41285797119703316,0.004448141104232972
1977-09-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.0043,monthly_rf,,0.001737892184189029,0.0029224157789712797,0.003618350363605556,-5.620195096557329,-5.307765756452216,-5.21841904111513,-5.314259105685699,-0.2852082410583061,0.45646250084569384,0.29775598409720455,0.00537654051872295
1977-10-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.010184791544333478,monthly_rf,,-0.0007217511978630958,0.0014924026583983982,0.002843639536870358,-4.873828242843067,-5.05255083988546,-5.096268712909767,-5.229685056200474,-0.49089596099026656,-0.017638270422910104,0.15387838481752605,0.006897421743749079
1977-11-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.003939112835216756,monthly_rf,,0.0002397826006209048,0.0017593418750283581,0.0029051237286789014,-5.220401833068852,-5.168075369959628,-5.154030977946713,-5.2585661887183335,-0.6068371994042658,-0.00012624407027028906,0.03424911089727644,0.0069608355013791815
1977-12-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.009329956536275536,monthly_rf,,-0.0017344495497902054,0.000549485203430804,0.0022184214394136864,-4.876397960669168,-5.019026476503,-5.073160023398994,-5.199957218237628,-0.802949277243537,-0.5478504257367457,-0.18772279778646483,0.005931764806291343
1978-01-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.007250768197464492,monthly_rf,,-0.0028724631853095125,-0.00030153244143705084,0.0016869566626965136,-4.900891911449379,-4.998520957527627,-5.054923522134532,-5.179949925853558,-0.7231401323788462,-0.5992690112679233,-0.05451882924184995,0.006106500816990862
1978-02-28,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.0007289236724732986,monthly_rf,,-0.0024302521112791026,-0.0003481613725986839,0.0015513637184063273,-5.242688904258964,-5.112531306093015,-5.111886616945625,-5.208332618850534,-1.5746768047502346,-0.9329694199525038,-0.06799457087231087,0.004976105774747742
1978-03-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.002114485707100406,monthly_rf,,-0.002365109668185145,-0.0005408696216727339,0.0013456153997943431,-5.5150475295904595,-5.212278302324314,-5.162162808012811,-5.232791886734526,-1.1993475207109046,-0.8443446875423108,-0.14675793359208464,0.005067009006334286
1978-04-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.003979426756914801,monthly_rf,,-0.002698142434484952,-0.0009160206128753263,0.0010467437487500853,-5.520799049850724,-5.262896573657866,-5.191224788404232,-5.245420292468628,-1.7076548629414856,-0.7480824946926012,-0.28194105813337184,0.004336519962396555
1978-05-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.009606008010680907,monthly_rf,,-0.00412323146942672,-0.0018641093773202127,0.00044885073442072225,-4.911892064790568,-5.0591388003853925,-5.093460596206492,-5.184206093285274,-1.64345879112168,-1.597855981286873,-0.4479713565557908,0.0034431105658572596
1978-06-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.005651466890192842,monthly_rf,,-0.004438505632903239,-0.002277314936835433,0.00010646621487930721,-5.02664751454555,-5.081085696742421,-5.101816379717842,-5.183732822315433,-2.717994915100807,-1.6258809776828922,-0.8524742299604492,0.0030066857729926775
1978-07-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.005802699756854151,monthly_rf,,-0.0023257503477074875,-0.0013957749763090052,0.00042617123754823665,-5.373221104762387,-5.196610226816035,-5.159578644754734,-5.212613954833538,-0.4823208250191733,-0.5728629800723704,-0.5809190155712525,0.004735748874019449
1978-08-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.010233540578628957,monthly_rf,,0.00026522476440838847,-0.00012700174211478202,0.0009766165826008786,-5.719794694953074,-5.312134756887236,-5.217340909791044,-5.24149508735149,0.517197349161671,-0.1300929095087698,-0.4420996489145894,0.006809424444800338
1978-09-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.00660803003101042,monthly_rf,,-0.0011527240846637753,-0.0008340902362020198,0.0005509230783454788,-5.255898856168007,-5.236148393321147,-5.191534860898358,-5.226048752238422,0.44088980279094053,-0.22888609295045423,-0.4669404416424237,0.007142338229978425
1978-10-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.020923601926687824,monthly_rf,,-0.005231445784305952,-0.0030258817135686606,-0.000654349397396174,-4.1832987593846,-4.545004971167082,-4.746753576110025,-4.933694078479107,-0.45281384943975567,-0.43694647240138934,-0.48977681403962625,0.010204478965671945
1978-11-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.0027714474991719145,monthly_rf,,-0.003580453109319088,-0.002393385665096206,-0.00046207419196336885,-4.529872349637408,-4.660529501248875,-4.804515841149836,-4.962575210998367,-0.8470947845211695,-0.23474238381386098,-0.5079839350996537,0.01020651574026969
1978-12-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.017394882729211053,monthly_rf,,-0.006430362673732473,-0.004030068224605073,-0.0014124397093456826,-4.23559082609402,-4.460802599944459,-4.642483418833266,-4.8348802781537,-1.1351678916414176,-0.3731815759325209,-0.5422135174386014,0.01166493227179844
1979-01-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.011013256603461126,monthly_rf,,-0.0028317531919138162,-0.00238882220243179,-0.0007150389633808541,-4.582164416345369,-4.576327130027183,-4.700245683873756,-4.863761410673344,-0.10084334534490332,-0.2776855264999441,-0.3264581073120856,0.012549129626066047
1979-02-28,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.01152661139559455,monthly_rf,,-0.004625497865975986,-0.0033857667167692023,-0.0013218458971305021,-4.519094722990876,-4.550775461237137,-4.668189619255146,-4.8304227711498395,-0.48748993686483205,-0.6392899222449853,-0.4108043592213773,0.011123910162230456
1979-03-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.0021848747041057735,monthly_rf,,-0.0032205215869158046,-0.0027780025969712206,-0.0011250287931528513,-4.8656683132328435,-4.666299991318864,-4.725951884295475,-4.8593039036695,0.06008189852976758,-0.48421377900386325,-0.36866076031755435,0.011659972898588613
1979-04-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.009615900460531616,monthly_rf,,-0.004539884884675147,-0.003524026019111095,-0.0016015848014160193,-4.742854626599391,-4.661689428479334,-4.716372059128405,-4.844452569226035,-1.0421414288128625,-0.38362924612803945,-0.4104894450513951,0.009804525247606916
1979-05-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.01049385773245935,monthly_rf,,-0.0014384316902698773,-0.0019946569328550493,-0.0009227197757831859,-5.089428216831828,-4.7772139585597,-4.774134324168421,-4.8733337017456435,0.12373691358168075,-0.22471910882077206,-0.22937475300897944,0.0110103420679746
1979-06-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.013666761995551498,monthly_rf,,0.0016777618220233691,-0.0002859760520247409,-0.00010387508374912343,-5.436001807044575,-4.892738488638479,-4.831896589208043,-4.902214834265143,0.47027407285305894,0.26927004029508345,-0.07213967776929024,0.010037160193081738
1979-07-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.007233509563053979,monthly_rf,,-0.00016062877753103013,-0.0010439608638409801,-0.0005040307192284046,-5.120838910711056,-4.900012996837506,-4.84162221275373,-4.903682410285581,0.6135475150261851,-0.03446108510571262,-0.16802091696196683,0.009820386196139404
1979-08-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.01026450108797024,monthly_rf,,-0.0022450523206984574,-0.0020499336217320455,-0.0010518438272240044,-4.779902959152897,-4.8148518425367,-4.805298429215659,-4.878667058189125,-0.12003676550198679,-0.013355479279970795,-0.33038073959705366,0.009589281213734627
1979-09-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.018740202571094572,monthly_rf,,-0.00564799314116842,-0.0038708633586899896,-0.002044615119256516,-4.232179804305256,-4.495062801397144,-4.6151732963662315,-4.753485585563062,-2.480508172316287,-0.30931213377948913,-0.3951623773120955,0.011689106021432454
1979-10-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.0694826155420833,monthly_rf,,-0.01881704216648076,-0.011029189626956594,-0.005829619244359912,-2.9918786919058267,-3.4085452062579846,-3.6977186519715057,-3.9916301917683983,-1.2555158820689036,-0.494990057594916,-0.4093675958524541,0.02746190143343834
1979-11-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.01927260457708104,monthly_rf,,-0.010959168077832513,-0.007723225036648451,-0.0044207396791635725,-3.338452282177547,-3.524069736347608,-3.7554809170157686,-4.020511324290143,-0.6321384816597679,-0.4196977192126436,-0.3260461311342437,0.028902334091621146
1979-12-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.006812046916999373,monthly_rf,,-0.010103619163672427,-0.007623814335792261,-0.004554953441476347,-3.6669379409905942,-3.632702377799772,-3.808076043939653,-4.045125775340284,-0.5103168946753209,-0.5802778187715759,-0.28934828245786604,0.02678609799298863
1980-01-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.03846303818034124,monthly_rf,,-0.01595415239020772,-0.010988413188789568,-0.0064580680030925175,-3.4218171212655384,-3.5291439150432073,-3.709196318742103,-3.947848817401432,-0.3671583314526919,-0.7494480816694965,-0.4555805959176111,0.027684772915288366
1980-02-29,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.06805374947633001,monthly_rf,,-0.026702271865515076,-0.017214314527512844,-0.009915167961617448,-2.9304344820814294,-3.2070730884707848,-3.4343047647703755,-3.6998961656592466,-1.510656182864875,-0.9473694883296425,-0.5430778245999387,0.03206757418823447
1980-03-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.01129850387389797,monthly_rf,,-0.023524482630981506,-0.016568892001964423,-0.009992808640486288,-3.2550900540133267,-3.3125717919725224,-3.484606519569882,-3.7226075685994906,-1.6944072232533547,-0.8929555285061006,-0.5926621411210555,0.03263270936155746
1980-04-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.10076536750311454,monthly_rf,,0.0021164480771975677,-0.0037675738839062275,-0.003776429878304636,-3.6016636442825622,-3.4280963220624843,-3.542368784614605,-3.7514887011216094,0.1017604802323196,-0.014452409749955347,-0.16833922889290556,0.05292504210587308
1980-05-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.03905473145780047,monthly_rf,,0.009736796509666214,0.0009043945210597702,-0.0013725015096744632,-3.94823723454735,-3.5436208521520345,-3.600131049659213,-3.7803698336436926,0.9348085201577102,0.04632640308420058,-0.10825648253174172,0.05465839313222327
1980-06-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.012752083651350825,monthly_rf,,0.010358848661002656,0.002196992592249293,-0.0005797494594259663,-4.2948108248058485,-3.6591453822411224,-3.6578933147036987,-3.809250966165739,1.3787060152563004,0.10612037451750123,-0.11005297512307614,0.05458721010470336
1980-07-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.025975706045396812,monthly_rf,,0.002863049136470495,-0.0008766849425638147,-0.002005114977919452,-3.8754188239459855,-3.6573691309227465,-3.6570917030871946,-3.7988796337446114,0.32236974267215507,0.14835014446368153,-0.1440597996522327,0.053077381428184904
1980-08-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.042198974986613555,monthly_rf,,-0.00643322273821355,-0.005384999755746338,-0.004261022996883201,-3.4036981666812145,-3.508952710578021,-3.5732326341572227,-3.7319906282418893,-0.8014055548889786,0.25651976789455505,-0.19878304864151844,0.04749406404088283
1980-09-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.017972034906782945,monthly_rf,,-0.008813673619357684,-0.006758261425537039,-0.00503056296415581,-3.6221171543182002,-3.5796808033588006,-3.606495630536311,-3.7443975884979155,-2.849171768245207,0.23013975989683869,-0.1974405081359321,0.04810516495271339
1980-10-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.020964763890002507,monthly_rf,,-0.011320437150911432,-0.00830820905515265,-0.005924880942986951,-3.728919860552209,-3.626663560103422,-3.629011356301502,-3.750444542850143,-2.5077372118882537,-0.3405266167396585,-0.11814501238057303,0.02706820455872677
1980-11-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.01146536901865375,monthly_rf,,-0.011350336518994813,-0.00865265925420662,-0.006235844644312632,-3.9728556282276575,-3.718616427615595,-3.6754769243146965,-3.7723024821119284,-4.236648764161053,-1.065001044186271,-0.18144726452351242,0.01656097988000341
1980-12-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.014201535711383939,monthly_rf,,-0.006078998717746191,-0.006159237287590085,-0.005088782624863507,-4.31942921848562,-3.8341409577038723,-3.7332391893590113,-3.8011836146339855,-0.4090691650454449,-1.0228617332123575,-0.13793913007217326,0.017007074325697907
1981-01-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.009925429091196793,monthly_rf,,-0.006872515280627833,-0.006570133641092925,-0.005360242732102121,-4.444847997845044,-3.9229987510834983,-3.7805643553433064,-3.824232354015011,-0.20389251637398365,-0.8811287007249934,-0.08362716121159773,0.01670679816768064
1981-02-28,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.02967383192347213,monthly_rf,,-0.011576414910916603,-0.009090776739399339,-0.0067248596366427105,-3.7913653625934662,-3.8082709023170476,-3.7441519785571518,-3.8010146407295817,-0.4718552065789995,-0.9258633947933782,-0.006070033592985227,0.013644902250056917
1981-03-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.011673067934563575,monthly_rf,,-0.0067800588287523465,-0.0068254146691350956,-0.005692263306476337,-4.137938952855082,-3.923795432404852,-3.8019142436013005,-3.8298957732516015,-0.551287671952353,-0.4812608060253098,0.04559122284425465,0.015983984046570792
1981-04-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.04645806045340048,monthly_rf,,-0.01496560969391929,-0.011149387127688327,-0.007980271690426111,-3.3600291307726344,-3.5941585453919407,-3.6469833895426755,-3.7383816959086693,-0.8795789690201344,-0.5576553152249247,-0.4328163884695005,0.021413492313655903
1981-05-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.024415435474655144,monthly_rf,,-0.006841320789445976,-0.00726921939266122,-0.00616204035962334,-3.706602721040682,-3.709683075480809,-3.704745654587057,-3.7672628284307685,-0.11204834198835958,-0.23507991640988865,-0.5315572466029715,0.025358243338612793
1981-06-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.01578508391773696,monthly_rf,,-0.008686414418535208,-0.008198311128490194,-0.006702140293416469,-3.880299256230115,-3.773917946176627,-3.73792427784118,-3.7824678933852622,-0.43448663187779746,-0.4604812284681543,-0.6772891673336621,0.023798980251074495
1981-07-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.03167025746327593,monthly_rf,,-0.013427969149529225,-0.010759130561356483,-0.00810349303061884,-3.6218914883468614,-3.688561167601084,-3.6975814491945225,-3.756890618638794,-0.32537743714618617,-0.583524769530839,-0.6892861686744528,0.024991435643630485
1981-08-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.0338984055403447,monthly_rf,,-0.017651009409830398,-0.013283655122867272,-0.009551250224542786,-3.489167952218982,-3.6088838632513776,-3.652199738989103,-3.726766309780404,-3.3624261762763785,-0.6003990857163768,-0.6820011337599913,0.025461759837207748
1981-09-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.013058111220796286,monthly_rf,,-0.016703496929224078,-0.013259047994035697,-0.009748075208287275,-3.751721443785107,-3.6950720503268566,-3.6946745049351146,-3.7469731573758636,-2.8050693460741365,-0.8586098768889165,-0.6631374603543647,0.022605237887104262
1981-10-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.04642815278235091,monthly_rf,,-0.0036794707999701012,-0.0067470978787169825,-0.00659514580136282,-4.098295034047437,-3.8105965804152517,-3.7524367699793846,-3.7758542898979526,-0.005174747235552907,-0.13303437495549808,-0.3040068028072641,0.02952654140735375
1981-11-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.07453213313632483,monthly_rf,,0.012455541954027451,0.002120570413591571,-0.002041821510721133,-4.444868624302458,-3.9261211105030434,-3.810199035023512,-3.8047354224200047,0.9849870552225107,0.10750061005443766,-0.02221821303969582,0.04116011956030278
1981-12-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.046105947689000296,monthly_rf,,0.00037433744308324086,-0.003141004531029335,-0.004514950878557632,-3.3919830975225858,-3.59959128550954,-3.655033588042046,-3.7200552179968622,0.48413230445833727,-0.013968180274976363,-0.15929434195910633,0.04501225786506471
1982-01-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.001672299560783179,monthly_rf,,-4.7882694315879435e-05,-0.0029807669361018247,-0.004355405119541252,-3.737322727377105,-3.7146296393787246,-3.7125398705515584,-3.7487947766561023,0.17901679729172984,0.10187844152281877,-0.1404107638885535,0.04290328996520489
1982-02-28,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.010329516200621267,monthly_rf,,0.0020929692393628374,-0.0015285979839703093,-0.0035312038172318778,-4.083896317639686,-3.8301541694670225,-3.7703021355957853,-3.7776759091781886,-0.5142351833255755,0.29842816032662184,-0.049525339036887196,0.03934695906368063
1982-03-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.0028977216659411865,monthly_rf,,0.00225898924167897,-0.0010456808362443604,-0.003170375955770614,-4.4304699078950645,-3.945678699554705,-3.828064400639867,-3.806557041700239,0.7787502165603605,0.37798952187824214,-0.07033754260841114,0.038100384416220615
1982-04-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.016714616321559107,monthly_rf,,0.005241177504828246,0.0008919903498804869,-0.002054317096886267,-4.777043498140255,-4.061203229641697,-3.8858266656837954,-3.8354381742222516,1.7676961895384642,0.2665151727021557,0.08289094862214881,0.03545497960349659
1982-05-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.005639197100641256,monthly_rf,,0.005323288738092491,0.0014099166916413217,-0.0016225133246568857,-5.123617088371039,-4.176727759727912,-3.9435889307275613,-3.8643193067442256,1.4092119076101346,-0.09899680201471768,0.03658923890365821,0.020534663262175137
1982-06-30,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,-0.025305370002057404,monthly_rf,,-0.0009953874498129364,-0.0015047553318895466,-0.002951729933336934,-3.996367571559588,-4.025023225864064,-3.9065263444238028,-3.8517048383538666,-0.05532743056966444,0.10802797292149455,0.012126051078545006,0.013273385729956951
1982-07-31,bond,bond_monthly_return_downside_sharpe_vol,return_downside_sharpe_vol,monthly,monthly_sjm,monthly_only,0.032490523968784664,monthly_rf,,0.005912738462786774,0.0022041732169912004,-0.0009625090729704299,-4.342941161817027,-4.140547755950532,-3.964288609467508,-3.8805859708758184,0.18102144626234398,0.40953814091892266,0.17545845883183475,0.017404241908976586
