month_end,ff_mktrf,ff_smb,ff_hml,ff_rmw,ff_cma,ff_mom,ff_rf,smlo_vwret,smme_vwret,smhi_vwret,bilo_vwret,bime_vwret,bihi_vwret,crsp_ind12_buseq,crsp_ind12_chems,crsp_ind12_durbl,crsp_ind12_enrgy,crsp_ind12_hlth,crsp_ind12_manuf,crsp_ind12_money,crsp_ind12_nodur,crsp_ind12_other,crsp_ind12_shops,crsp_ind12_telcm,crsp_ind12_utils,crsp_tsy_10_20y,crsp_tsy_1_3y,crsp_tsy_20y_plus,crsp_tsy_7_10y,crsp_tsy_3_7y
1952-06-30,,,,,,,,0.0166,0.0287,0.0337,0.0391,0.0419,0.0468,0.0662301942,0.0371118236,0.0522990847,0.0546300733,-0.008615863,0.0453172984,0.0258764129,0.0288298974,0.0450148059,0.0301582984,0.0205919774,0.0113649627,-0.001173155,-0.000058353,-0.000822128,-0.000602481,-0.001641759
1952-07-31,,,,,,,,0.0097,0.0156,-0.0017,0.0116,0.0078,0.0166,0.0106347625,0.0142250596,0.025283503,-0.010212823,-0.043776524,0.0282494807,0.025317637,0.0058272582,0.0067099669,0.019369372,0.0024578183,0.0202813702,-0.000938474,0.0003738313,-0.000759592,-0.005397595,-0.002280359
1952-08-31,,,,,,,,0.0003,0.0096,0.003,-0.0089,-0.0028,-0.0097,-0.001405228,-0.015452857,0.0203724146,-0.026616709,-0.005691311,-0.016958385,-0.011884069,0.0096496826,0.0021704065,-0.003029091,0.0088547654,0.0182868729,-0.005721529,0.0002712044,-0.005722049,-0.003392954,-0.000522082
1952-09-30,,,,,,,,0.0017,-0.0083,-0.0212,-0.0183,-0.0186,-0.0238,0.0124483797,-0.016843104,-0.007791099,-0.043029401,-0.040983421,-0.022808244,0.0026683783,-0.028321484,-0.01914397,-0.007654979,-0.003414893,0.0030645804,-0.01068602,0.0015792345,-0.011836471,-0.006697751,0.0006443849
1952-10-31,,,,,,,,-0.0074,-0.0162,-0.0198,-0.0058,-0.0025,-0.0043,-0.003825854,-0.018530054,0.0120282354,0.0038987261,-0.014900239,-0.015347515,-0.032888014,-0.008823439,-0.009637654,-0.010941991,0.0091719946,0.0036116412,0.0136462616,0.0026992374,0.0125513392,0.009735399,0.0040008055
1952-11-30,,,,,,,,0.0551,0.056,0.0607,0.0621,0.0546,0.0769,0.0960021352,0.0975089572,0.0652314516,0.0207933171,0.0722340331,0.0791734424,0.0777826221,0.0601669575,0.0712968202,0.0453648257,0.0407152841,0.0508848254,0.0003344936,0.0000166742,-0.000600922,0.0024697253,0.0015011185
1952-12-31,,,,,,,,0.0191,0.0173,0.0172,0.0315,0.0303,0.0371,0.0328068547,0.015920219,0.0701350285,0.0455431813,-0.019460525,0.0331827976,0.0407760057,0.0143245782,0.0359033797,0.0129940468,0.0088020019,0.0201387436,-0.006077619,0.001657277,,0.0003441222,0.0012484568
1953-01-31,,,,,,,,0.0379,0.0355,0.0383,-0.0097,-0.0004,0.0155,-0.025321389,0.0015459561,-0.003576659,-0.029979831,-0.050901403,0.0091612562,-0.000191219,0.0214847165,0.0143472316,0.0084097575,0.0097698417,0.009304408,0.0005787248,0.0031878566,,-0.003331681,0.0004379363
1953-02-28,,,,,,,,0.0132,0.0231,0.0183,-0.002,-0.0017,-0.0081,0.0027809678,-0.025028563,-0.011580445,0.0033650492,0.0205405221,0.0011980838,-0.001839854,0.0174840541,-0.002637049,-0.001526813,-0.003935495,0.0048896031,-0.008515366,0.0004322338,,-0.002648202,0.0001211363
1953-03-31,,,,,,,,-0.0174,-0.0176,-0.0201,-0.0118,-0.0114,-0.0258,-0.009798789,0.000773492,-0.043520469,-0.005619895,-0.001752198,-0.025861493,0.00659612,-0.017486276,-0.020934061,-0.004977519,-0.004095431,0.0019289617,-0.005260545,0.0014710109,,-0.002096534,-0.001040814
1953-04-30,,,,,,,,-0.0309,-0.0231,-0.0114,-0.0301,-0.0247,-0.0186,-0.0062939,-0.032439249,-0.019712586,-0.051645751,-0.05349075,-0.021177496,-0.044981552,-0.001285474,-0.0282001,-0.007938261,-0.010786795,-0.029755969,-0.010499965,-0.001994998,,-0.010959778,-0.007219835
1953-05-31,,,,,,,,0.007,0.0091,0.0072,0.0085,0.0031,0.0134,0.0156642083,-0.000320275,-0.000149969,0.0184323831,-0.00176456,0.0025233292,0.0063102528,0.0025052524,0.0172090991,0.0150582973,0.0038183256,-0.001539844,-0.016560665,-0.001031138,-0.004699934,-0.020231935,-0.009084062
1953-06-30,,,,,,,,-0.0324,-0.0333,-0.04,-0.0161,-0.0143,-0.0185,-0.023017603,-0.015340448,-0.03348353,-0.000766006,-0.031019162,-0.027505998,-0.029687448,-0.008367381,-0.01793925,-0.021902963,0.004875423,-0.028214764,0.021546034,0.0061373521,0.008198117,0.0216548865,0.0123040517
1953-07-31,,,,,,,,0.0088,0.0152,0.0147,0.0298,0.0212,0.0189,0.0238867036,0.0298381993,0.007230503,0.0393374096,0.0365748168,0.0231655272,0.0130269191,0.0272149761,0.0147060216,0.0198065474,0.0093947691,0.0341505926,0.0066938074,0.0037144241,0.0069526688,0.0066736505,0.004815092
1953-08-31,,,,,,,,-0.033,-0.0531,-0.0631,-0.0401,-0.0395,-0.0805,-0.049287453,-0.028201187,-0.063571719,-0.063646451,0.0005113818,-0.059991714,-0.02957522,-0.034969666,-0.080647443,-0.023450029,-0.008418212,-0.003452931,0.0007124098,0.0032707435,0.0050483748,0.000312935,0.0005507442
1953-09-30,,,,,,,,0.0004,-0.0085,-0.0228,0.009,0.0019,-0.0165,0.035031888,0.015503456,-0.008229423,-0.019245515,0.0042350908,0.0095367288,0.0051086446,0.0025791626,-0.015214098,0.0010266512,0.0177199146,0.0165140727,0.0297317634,0.0047698912,0.0220191895,0.0259143693,0.0151207339
1953-10-31,,,,,,,,0.0314,0.0367,0.0318,0.0508,0.0433,0.0466,0.0708444127,0.0467598435,0.0774251325,0.0563936516,0.0265559208,0.0701709816,0.0452985653,0.0069130372,0.0340732147,0.0086286268,0.0139607515,0.0444724756,0.0055822034,0.005702279,0.0182317752,0.0065104018,0.0060276926
1953-11-30,,,,,,,,0.0153,0.0219,0.0129,0.0337,0.0223,0.0332,0.056814824,0.046794969,0.0049064738,0.0199178683,0.0798309829,0.0363461408,0.0408763914,0.0035302599,0.0228022789,0.0334120781,0.0226515648,0.0300512851,-0.005092357,0.0019431171,0.0026083675,-0.000548849,0.0009635935
1953-12-31,,,,,,,,0.0026,-0.0128,-0.0275,0.0053,0.0036,-0.0212,0.0059271829,0.007857196,-0.012094109,0.0044069603,-0.013443137,0.0055190209,0.0026744977,-0.006215256,-0.032545803,0.0125219048,0.0054175018,0.0069116665,0.021403273,0.0023867856,0.0197187098,0.016547434,0.0085898854
1954-01-31,,,,,,,,0.0474,0.0662,0.0825,0.0447,0.0579,0.0785,0.0682708326,0.0125046158,0.0530747129,0.0871016589,0.0574254338,0.0687584844,0.0419775458,0.0416377429,0.0759281565,0.033066357,0.0192112246,0.0329393066,0.0134652,0.0069049594,0.0089296997,0.0050894563,0.0086724168
1954-02-28,,,,,,,,0.0109,0.015,0.0145,0.0166,0.0216,0.0076,0.0516965171,-0.000544222,0.0171231431,0.0288860617,-0.00324858,0.0176254524,0.01530845,-0.002897465,0.0151605958,0.0045118987,0.0257811763,0.0156434721,0.0137241386,0.003316756,0.0239635954,0.0083956106,0.0077180221
1954-03-31,,,,,,,,0.0264,0.0313,0.0224,0.0425,0.0352,0.0176,0.0931113297,0.0466133926,0.0350135326,0.0424264348,0.0030341509,0.0503449433,0.0489125383,0.0137204115,0.0063829341,0.0037903166,0.0174759871,0.0300235071,0.0070012759,0.0007735309,0.0058303095,0.0066324669,0.0027488454
1954-04-30,,,,,,,,-0.0025,0.023,0.0031,0.0531,0.0344,0.04,0.098076258,0.0648310497,0.0412792468,0.0614794147,0.0117374394,0.0513834658,0.0534926684,0.0103148813,0.0188042866,0.0154375123,0.0197261949,0.0116254289,0.0083724043,0.0041855498,0.0103769761,0.0122799893,0.0041753882
1954-05-31,,,,,,,,0.0399,0.0425,0.051,0.0287,0.0263,0.0666,-0.012394529,0.0384551427,0.044384861,0.02971475,0.0144827752,0.0490411243,0.01438139,0.0247726962,0.0558380888,0.028355138,0.0123155203,0.0266991165,-0.013884243,0.0004005582,-0.008705769,-0.013616551,-0.003827625
1954-06-30,,,,,,,,0.0057,0.0181,0.0139,0.0185,-0.0028,0.0107,0.1095472246,0.0396502675,0.0113796866,-0.058531748,-0.026727722,0.0323789326,0.0262983696,0.0053556867,0.0096006659,0.0249060449,0.0050546837,0.0140520197,0.0122932692,0.0040194279,0.0162627409,0.013627202,0.0066438642
1954-07-31,,,,,,,,0.0555,0.0691,0.0912,0.0428,0.0515,0.09,-0.004716287,0.0215658822,0.0984238052,0.0418235104,0.0821070968,0.0690136473,0.0747198795,0.06387503,0.0656284994,0.0421100969,0.0435805158,0.0540962729,0.0066849412,0.0017962872,0.0134430167,-0.000546336,0.000812204
1954-08-31,,,,,,,,-0.0012,0.0012,-0.009,-0.0298,-0.0093,-0.0504,-0.049533936,-0.02953283,-0.033589617,0.0052209864,-0.025636766,-0.041946693,-0.003140563,-0.026957091,-0.030488484,-0.002157854,-0.014256575,-0.017175841,-0.004314573,0.0000836754,-0.003602532,-0.000943044,0.0004117084
1954-09-30,,,,,,,,0.029,0.0466,0.0467,0.0689,0.0657,0.0647,0.0676707326,0.070781879,0.1446147803,0.1000785993,0.0282392994,0.0615292129,0.0314602187,0.0388071776,0.04785447,0.0484443668,0.024651147,0.0200996708,0.0013359505,-0.001524901,-0.000973537,-0.000464671,-0.001099331
1954-10-31,,,,,,,,0.006,-0.0101,-0.0072,-0.0226,-0.0102,0.0034,-0.015614899,-0.041818296,-0.007651451,-0.019843543,-0.016212922,0.0065053222,-0.014172487,-0.022192529,0.0138833552,-0.025268197,-0.008524118,-0.038021643,-0.00041533,-0.000513455,0.0006282061,-0.001371512,-0.000940776
1954-11-30,,,,,,,,0.0709,0.0894,0.0968,0.096,0.0816,0.1591,0.1209799936,0.1416337703,0.0446673272,0.0804415347,0.1255806956,0.1375990679,0.1077738075,0.0608683051,0.1135414849,0.0840126605,0.0341891832,0.0563727726,-0.004042965,0.0015805625,-0.002495935,-0.002109751,-0.000124847
1954-12-31,,,,,,,,0.0754,0.095,0.1142,0.0428,0.0589,0.1176,0.0293656429,0.0369054124,0.0725440814,0.0647116272,0.0611948555,0.0807558118,0.0594707716,0.0434522545,0.106508239,0.0225563519,0.0158392896,0.0356682886,-0.000046788,0.000787946,0.0064144399,-0.000540805,-0.000332831
1955-01-31,,,,,,,,0.0158,0.0123,0.023,0.0008,0.0077,0.0355,0.0386424607,-0.027670312,0.0052572574,0.0050044682,-0.028844598,0.0155416751,0.0033239048,0.002888049,0.0109047707,0.0174154766,0.0077983736,0.0145581665,-0.013176258,-0.002491624,-0.024115886,-0.003561742,-0.002253962
1955-02-28,,,,,,,,0.0381,0.0542,0.0466,0.0306,0.0275,0.0342,0.0451958381,0.0439063062,-0.010384047,0.0230893646,0.0286148144,0.040601104,0.0201277186,0.0138727332,0.0449347746,0.0130866644,0.0400640843,0.0364546126,-0.004624073,-0.004563966,-0.007836471,-0.005454174,-0.0063266
1955-03-31,,,,,,,,-0.0067,-0.0027,0.0067,-0.0028,-0.0026,0.0223,-0.013238595,-0.012519887,0.0002328787,-0.002725029,0.0612424165,0.0136760135,0.0109239311,-0.006917822,0.0081755646,-0.014088887,-0.002141509,-0.007608246,0.0046127545,0.002398984,0.0060477885,0.0015822058,0.0026050887
1955-04-30,,,,,,,,0.0149,0.0111,0.0264,0.0409,0.0197,0.0443,0.0471205481,0.0754512515,0.0575595696,0.0053100041,-0.000100826,0.0265748787,-0.01460681,0.0406105116,0.0523693209,0.0183759867,0.0196895832,0.0263248587,-0.003321343,0.0000681785,0.0015058152,-0.000739109,-0.000602025
1955-05-31,,,,,,,,0.0057,0.0047,0.0041,0.0195,0.0006,0.002,-0.002656259,0.0485159612,-0.01158439,-0.00652283,0.0312179654,0.0181931953,0.022282192,-0.002577383,0.0141902283,0.0301457008,0.0129454146,-0.001368193,0.0066704516,0.0032334239,0.0077802466,0.0030922101,0.0029551268
1955-06-30,,,,,,,,0.0211,0.0337,0.0354,0.0659,0.0742,0.0885,0.0311646788,0.1164171019,0.0979424639,0.1112881812,0.0018299382,0.0786793507,0.0384079375,0.0230227107,0.0178896744,0.0441271363,0.0070720403,0.0165123693,-0.008034575,0.0002458106,-0.006313661,-0.005661628,-0.003684652
1955-07-31,,,,,,,,-0.0173,0.0105,0.0129,0.0263,0.0119,0.0039,-0.027379811,-0.017740406,0.1960472374,0.0276440542,0.0013405405,-0.008545253,-0.008253316,0.0205696188,-0.01653431,0.0203646809,0.0261145386,0.0367947837,-0.012881035,-0.001388151,-0.008904892,-0.009647138,-0.006833867
1955-08-31,,,,,,,,-0.0013,0.006,0.0027,0.0035,0.0033,0.0145,0.003020286,0.0234230072,-0.04265967,-0.010997221,0.0015211491,0.0342542064,0.0078865428,-0.006746979,0.0049377984,0.0161636878,-0.024427859,0.0004571184,0.0066567537,-0.000513984,0.001066844,0.002955633,0.000814705
1955-09-30,,,,,,,,-0.007,-0.0046,-0.0036,0.0005,-0.0015,-0.0231,-0.049108531,-0.02607249,0.0924985582,-0.003760629,-0.031728463,0.0040566928,-0.039051056,-0.015840116,-0.022586379,0.0341761905,0.0103261543,-0.026470777,0.0102850947,0.0056474028,0.0102068976,0.0091037419,0.0078437443
1955-10-31,,,,,,,,-0.0154,-0.0078,-0.0129,-0.0281,-0.0192,-0.0328,-0.057007529,-0.023614757,-0.050093419,-0.00990504,0.0081506376,-0.034143663,-0.011425868,-0.009364427,-0.031383027,-0.025030396,-0.011596979,-0.009691686,0.0096217471,0.0024401454,0.0100511176,0.0075016494,0.0055843835
1955-11-30,,,,,,,,0.0603,0.0486,0.0526,0.0831,0.047,0.0974,0.1108109788,0.0723811565,0.0924417612,0.0857798773,0.0628509131,0.0833101184,0.0383643174,0.03557903,0.0994104913,0.0601777986,0.016467711,0.0337377746,-0.006774285,-0.002490061,-0.002671496,-0.005326911,-0.004373049
1955-12-31,,,,,,,,0.031,0.0225,0.0257,0.0198,0.0169,-0.0171,0.0595184673,0.0226489211,-0.040657349,0.0369610424,0.0622721502,0.0304322104,0.0208506501,0.0111479731,-0.016142903,-0.007495088,0.008297317,-0.001095752,-0.000502396,0.0011712467,0.0044421523,-0.000355641,-0.000038321
1956-01-31,,,,,,,,-0.0208,-0.0202,-0.0171,-0.0363,-0.0134,-0.0235,-0.053453775,-0.046459357,-0.067352669,0.0056475958,-0.064620166,-0.045378158,-0.036161045,-0.016218887,-0.024842782,-0.044410827,0.0183365814,-0.003316264,0.0123696062,0.0071578024,0.0070215108,0.0099080538,0.0098273997
1956-02-29,,,,,,,,0.02,0.038,0.0239,0.0477,0.0284,0.0347,0.0606318754,0.0416874202,0.0560970324,0.0427075571,0.0814049233,0.053379795,0.0358869461,0.0113829935,0.0322934874,0.027903943,0.0016936363,0.0193347498,-0.000293321,0.0003365134,0.0008070569,0.000867793,0.0004892064
1956-03-31,,,,,,,,0.0346,0.038,0.0515,0.0787,0.0571,0.052,0.1092486533,0.0566944942,0.0383361623,0.1142014666,0.0721850703,0.088772511,0.0528186511,0.0175346131,0.056942694,0.0044735561,0.0145419172,0.0376029573,-0.017027644,-0.003257487,-0.014569475,-0.01257838,-0.010790251
1956-04-30,,,,,,,,0.011,0.0088,0.0007,0.0011,0.0123,0.0081,-0.00924057,-0.007805778,-0.051474116,0.0362596677,0.0261695211,0.0221051697,0.0011239497,0.0069411278,0.0114554121,-0.018151166,-0.008563397,-0.021281176,-0.001686627,-0.002411424,-0.010434792,-0.001518139,-0.001367245
1956-05-31,,,,,,,,-0.0338,-0.041,-0.045,-0.0513,-0.0469,-0.0665,-0.052576564,-0.059541642,-0.047385416,-0.063402955,-0.012630684,-0.062992887,-0.051641987,-0.032106897,-0.054028487,-0.045218985,-0.010864678,-0.007729918,0.0199687853,0.0080011741,0.0235969009,0.0125727869,0.011026986
1956-06-30,,,,,,,,0.0095,0.0248,0.013,0.043,0.0326,0.0175,0.0719815373,0.0392734675,0.0702242353,0.0277131616,0.0371030752,0.0502300903,0.0151523132,0.0052261303,0.0162407131,0.0220424223,0.0126016732,0.0233487956,-0.001827899,0.0041888437,0.0028942492,0.001740624,0.0012322792
1956-07-31,,,,,,,,0.0335,0.0344,0.0342,0.051,0.0529,0.0488,0.0521963571,0.0279489476,0.0435453985,0.0603320681,0.0309442584,0.0778331146,0.0256220274,0.0198344706,0.0236824676,0.0456889888,0.0264807153,0.0523157286,-0.016318396,-0.002989893,-0.022841998,-0.012784858,-0.009273157
1956-08-31,,,,,,,,-0.0027,-0.0094,-0.0213,-0.0354,-0.0234,-0.0314,-0.037102751,-0.033828745,0.0081462586,-0.052691446,-0.030726691,-0.028020882,-0.026595724,-0.013696888,-0.038845933,-0.026101348,-0.013931183,-0.024835356,-0.018166036,-0.002184265,-0.018059268,-0.006918083,-0.007602406
1956-09-30,,,,,,,,-0.034,-0.0296,-0.0215,-0.0593,-0.0369,-0.0368,-0.068160897,-0.066580763,-0.012078819,-0.058108987,-0.036844547,-0.058188324,-0.046038514,-0.032298539,-0.043152421,-0.044008569,-0.028614339,-0.038587365,0.006887707,0.0024700556,0.0037536321,0.0057877835,0.0065689832
1956-10-31,,,,,,,,0.0119,0.0084,0.0042,0.007,0.0077,0.0133,0.0323911951,0.0060189514,-0.010091975,0.0054094602,0.0057693194,0.0137576638,0.0049640257,0.0039973251,0.0131421057,0.0132555109,-0.013790424,0.0113953763,-0.006121057,0.0040864571,-0.006421174,0.0042806063,-0.00150921
1956-11-30,,,,,,,,-0.0031,0.0018,0.0222,-0.0042,0.0255,0.0057,0.003900568,-0.033251203,-0.034360781,0.0531690293,-0.013036416,0.0062498145,0.0161856829,-0.003513628,-0.002953002,-0.021291746,0.0152189474,0.0041421128,-0.005047446,-0.003290999,-0.006723528,-0.007581988,-0.002932229
1956-12-31,,,,,,,,0.0433,0.0212,0.0217,0.0382,0.0318,0.0168,0.0493659734,0.0540307529,0.010425071,0.0410933695,0.0606284916,0.0441219061,0.0134095474,0.0127952835,0.0224216547,-0.004216292,0.0253770713,0.0181990048,-0.01824132,0.0039437879,-0.01996399,-0.001394809,0.0000552147
1957-01-31,,,,,,,,-0.008,0.0015,0.0205,-0.0445,-0.0267,-0.0164,-0.065590832,-0.05706655,-0.061777902,-0.04145887,-0.023012611,-0.056381412,0.0149392188,0.0170115346,-0.01285804,-0.012142669,0.0292661531,0.0265351038,0.04484584,0.0085473774,0.037571303,0.0123579897,0.0188539193
1957-02-28,,,,,,,,-0.0295,-0.0323,-0.0272,-0.0152,-0.0205,-0.0307,-0.000174424,-0.01949879,-0.019038492,-0.022670758,-0.003435446,-0.031770299,-0.005653121,-0.014012437,-0.033611383,-0.009426273,0.0033439944,-0.003115104,-0.010069295,0.0006259805,0.0016144638,0.0020922634,-0.001074657
1957-03-31,,,,,,,,0.0237,0.0262,0.0229,0.0269,0.0187,0.0172,0.0512918158,0.0282273855,0.0056163692,0.0316350543,0.0824069653,0.0161410109,0.0358724724,0.0174325762,0.0177586495,0.0196566099,0.0151445032,0.0170064642,0.0074805856,0.0037760344,-0.001787476,0.0021624626,0.0014639096
1957-04-30,,,,,,,,0.0222,0.024,0.0227,0.0561,0.0339,0.026,0.0808525032,0.0514282423,0.0794412849,0.0695839911,0.0544877804,0.0319511522,0.0534535317,0.0137092844,0.0222365434,0.0021880501,0.0042672609,0.0332520198,-0.014084512,0.0010957618,-0.023958801,-0.002543359,-0.004608529
1957-05-31,,,,,,,,0.0287,0.0126,0.0176,0.0475,0.0255,0.0183,0.0545851966,0.0325109008,0.0106674055,0.0757021053,0.0489171782,0.0329769078,0.0292009072,0.013840076,0.0075558626,0.0259213308,0.0102556941,0.0237239119,-0.013164487,0.0020229648,-0.00251043,0.0010782585,-0.001995022
1957-06-30,,,,,,,,0.0017,-0.0119,0.0073,-0.0012,-0.0121,-0.0074,0.0494761854,0.0003229494,0.000532001,-0.016874642,0.0637901223,0.008047049,-0.041115628,-0.006361734,0.0020343671,-0.018625497,-0.020724659,-0.04805796,-0.020083683,-0.001310085,-0.024893726,-0.011522269,-0.007052016
1957-07-31,,,,,,,,-0.0075,0.0079,0.0043,0.0128,0.0054,0.0107,0.0131907952,0.0188235205,0.0364323446,0.0100407924,0.0260102912,-0.003048832,-0.005868395,0.0091220437,0.0181968128,0.0288607208,-0.002410413,0.0002029632,0.0066726213,0.0026001143,0.0013678055,0.0056949223,0.0008123682
1957-08-31,,,,,,,,-0.0493,-0.0442,-0.0521,-0.0546,-0.032,-0.0608,-0.069220016,-0.063151444,-0.030919436,-0.057393164,-0.029781917,-0.062655735,-0.031795021,-0.019910982,-0.063532923,-0.027024401,-0.001175501,-0.025800553,0.0096339978,0.0017396894,0.0000405462,0.0073854307,0.0069068551
1957-09-30,,,,,,,,-0.0715,-0.0493,-0.0502,-0.0634,-0.0438,-0.0656,-0.06142565,-0.061942637,-0.070705133,-0.079731232,-0.030414814,-0.072615536,-0.039570934,-0.011370733,-0.077739546,0.0041913431,-0.022059611,-0.017328392,-0.00735278,0.0017978083,0.0090993601,-0.001576694,-0.000654706
1957-10-31,,,,,,,,-0.0804,-0.0555,-0.0827,-0.0378,-0.034,-0.073,-0.027064176,-0.033648006,-0.039514941,-0.057637039,-0.007338843,-0.050751436,-0.055213035,-0.021238387,-0.074240533,-0.039268502,-0.021013422,-0.00699427,0.0041840414,0.0048538387,-0.00449782,0.0005471059,0.0029466809
1957-11-30,,,,,,,,0.0332,0.0142,0.011,0.0311,0.0203,-0.0049,0.0697314707,0.0493701975,-0.05265439,0.0240583704,0.0853598948,0.0246209685,0.0437952106,0.0335612814,-0.013335814,0.0174094305,0.0148237783,0.0437949657,0.0652781879,0.0162013688,0.0543228507,0.0455758562,0.0334481492
1957-12-31,,,,,,,,-0.0437,-0.0466,-0.059,-0.0392,-0.0235,-0.0592,-0.037899714,-0.026229625,-0.078543452,-0.069513135,-0.010583584,-0.054057089,-0.006560967,0.0044525276,-0.061916058,-0.017149629,0.0126370396,0.0249103027,0.0215467621,0.011564307,0.0333525546,0.0153772835,0.0208059539
1958-01-31,,,,,,,,0.1192,0.1048,0.1193,0.0341,0.0599,0.1207,0.0410148442,0.0317097393,0.0496480605,0.016151301,-0.002821837,0.0666676688,0.0876257093,0.0745544369,0.1222985931,0.0745793355,0.0422750692,0.0615100418,0.0026774873,0.0083588643,-0.012895588,0.003882253,0.0037439116
1958-02-28,,,,,,,,-0.0143,-0.0053,-0.0049,-0.0183,-0.0058,-0.023,-0.018079893,-0.031965751,-0.014485475,-0.046031133,0.0514028697,-0.012492051,0.0116580289,0.0205191156,-0.032356095,0.0146235812,0.0069266611,0.0131957429,0.0156051152,0.0083233448,0.0143527492,0.0128754639,0.0126922655
1958-03-31,,,,,,,,0.0517,0.0381,0.0311,0.0341,0.0319,0.0341,0.0248984607,0.0006102797,0.0295256084,0.0788158763,0.0755555578,0.0250489868,0.0321828887,0.0428636651,0.0221933174,0.0413947134,0.0115456827,0.0203791417,0.0123805822,0.0040782291,0.0125738196,0.0089280975,0.0049154366
1958-04-30,,,,,,,,0.0288,0.0176,0.0431,0.0333,0.025,0.0519,-0.004439007,0.0097092711,0.0493666693,0.0516611851,0.0625871265,0.01682263,0.0201840201,0.035359412,0.0575707797,0.0296645215,0.0274202426,0.0498236413,0.0020196793,0.0062189059,0.0170228857,0.0098566885,0.007451939
1958-05-31,,,,,,,,0.0637,0.0422,0.0429,0.0206,0.0259,0.0374,0.0220435469,0.0139126346,0.0475650977,0.0032382408,0.0171100069,0.0418940872,0.0218782307,0.02694744,0.0473503429,0.0358317634,0.0214341298,0.0145520603,0.0038170644,0.00371235,0.0080176792,0.0022052614,0.0059581906
1958-06-30,,,,,,,,0.0226,0.0326,0.0295,0.0314,0.0268,0.0307,0.0338861679,0.0310472974,0.0260452975,0.0493258353,0.034885776,0.020953595,0.0283212374,0.0273248179,0.0283202927,0.0213167313,0.0170514076,0.0218058292,-0.01651472,-0.001629622,-0.01943231,-0.007331434,-0.0069483
1958-07-31,,,,,,,,0.0423,0.0601,0.0714,0.0438,0.0396,0.0761,0.0346274932,0.0802080949,0.0997697561,0.0069075687,0.0597283663,0.0853699745,0.0201888866,0.0163430407,0.0702637605,0.0187398566,0.0089912932,0.0112659989,-0.009975044,-0.00184828,-0.027648967,-0.009582968,-0.00837466
1958-08-31,,,,,,,,0.0434,0.0302,0.0318,0.0172,0.0183,0.0353,0.0202995244,0.0212936866,0.0002349675,0.0191933063,0.0198241497,0.0255628448,0.0459777423,0.0293030515,0.0236874732,0.0570171434,0.0240731442,-0.009987921,-0.050516048,-0.0206482,-0.041235807,-0.038441636,-0.030456033
1958-09-30,,,,,,,,0.0554,0.0429,0.077,0.0475,0.0434,0.0819,0.061181245,0.030235111,0.1003662069,0.0328279289,0.11724774,0.0539916882,-0.006212774,0.0425348316,0.0692873918,0.0402361288,0.0503869438,0.0346397607,0.0001626324,0.0006203747,-0.012170111,-0.002383714,-0.001840453
1958-10-31,,,,,,,,0.0683,0.0275,0.0303,0.0261,0.0272,0.0414,0.0476031641,0.0149159031,0.0223661665,0.0133011185,0.0105028811,0.0379290025,0.0356221473,0.0250097985,0.0378904622,0.0121947126,0.0146131439,0.042631801,-0.000990144,0.0049415629,0.0048693915,0.0035076547,0.002820776
1958-11-30,,,,,,,,0.0768,0.0433,0.0411,0.0332,0.0211,0.0454,0.0378784906,0.0342290246,0.0164779464,0.0192326292,0.0802985118,0.0298424955,0.0200603204,0.0409910821,0.0573535917,0.0589485185,0.0214387098,0.0295441672,0.016309111,0.0046788101,0.0147904448,0.0120033933,0.0085937884
1958-12-31,,,,,,,,0.0271,0.0327,0.0385,0.0498,0.0695,0.0395,0.1435872335,0.0538213095,0.0276968249,0.012514221,0.0460547163,0.0513117643,0.0434566977,0.0265238097,0.0252175049,0.0572122737,0.133542093,0.0594440086,-0.025626802,0.0011650806,-0.020443901,-0.021508986,-0.005130766
1959-01-31,,,,,,,,0.0447,0.0516,0.0561,-0.0063,0.0274,0.0408,-0.023285896,-0.001334205,-0.009751149,0.0040532796,-0.006254059,0.0114074127,-0.023322048,0.0394252065,0.0446271984,0.0346886072,0.0390827064,0.012997352,-0.000768914,-0.002024546,-0.008130103,-0.001145762,-0.002417297
1959-02-28,,,,,,,,0.024,0.0362,0.0287,0.0045,0.0173,0.0227,0.0476176767,0.0512760313,-0.02048915,-0.07486846,0.038452471,0.0325695662,0.0251272663,0.0319241571,0.0147253201,0.0185826789,0.0483154636,0.012553795,0.0155927458,0.0048143399,0.0085874959,0.0149570311,0.0086506286
1959-03-31,,,,,,,,0.0161,0.0155,0.0173,0.0073,-0.0011,-0.0009,0.0247596114,0.0179676322,-0.011114819,0.0208999495,0.0371098883,-0.011994647,-0.031346821,0.0039003212,0.0033347021,-0.017743726,-0.004333294,0.0158343228,-0.010715246,-0.000191367,-0.00666188,-0.007941629,-0.003049882
1959-04-30,,,,,,,,0.0378,0.0328,0.0211,0.0471,0.0261,0.0389,0.0732755933,0.0635421145,0.0935748286,0.0179494064,0.1148651797,0.0383575519,0.0153086541,0.0302567696,0.0207960652,0.008088284,0.0462573391,-0.011781201,-0.018961123,0.0008298779,-0.012373712,-0.017629905,-0.004098778
1959-05-31,,,,,,,,-0.0141,0.0069,0.0134,0.0276,0.0057,0.036,0.0617895647,0.0558159499,0.0525031031,-0.009237459,-0.017304044,0.027552054,0.009073544,0.0127065107,0.0053427406,0.0274209396,-0.010397546,-0.010768963,0.0003816105,0.0009838312,-0.001492169,0.0006232689,-0.000414036
