month_end,ff_mktrf,ff_smb,ff_hml,ff_rmw,ff_cma,ff_mom,smlo_vwret,smme_vwret,smhi_vwret,bilo_vwret,bime_vwret,bihi_vwret,crsp_ind12_buseq,crsp_ind12_chems,crsp_ind12_durbl,crsp_ind12_enrgy,crsp_ind12_hlth,crsp_ind12_manuf,crsp_ind12_money,crsp_ind12_nodur,crsp_ind12_other,crsp_ind12_shops,crsp_ind12_telcm,crsp_ind12_utils,crsp_tsy_1_3y,crsp_tsy_3_7y,crsp_tsy_7_10y,crsp_tsy_10_20y,crsp_tsy_20y_plus,cmdty_broad_aqr_ret,fred_nfci,fred_anfci,factor_ret_dispersion_1m,factor_ret_dispersion_6m,ff_mom_minus_hml,ff_rmw_minus_cma,factor_corr_avg_12m,factor_corr_absavg_12m,factor_pca1_share_12m,factor_pca1_share_diff,factor_rotation_speed_12m,factor_lambda_cov_12m,factor_lambda_cov_diff,factor_lambda_corr_12m,factor_lambda_corr_diff,small_avg_ret,big_avg_ret,growth_avg_ret,value_avg_ret,small_minus_big,value_minus_growth,small_value_minus_big_growth,size_value_ret_dispersion_1m,size_value_ret_dispersion_6m,size_value_corr_avg_12m,size_value_corr_absavg_12m,size_value_pca1_share_12m,size_value_pca1_share_diff,size_value_rotation_speed_12m,size_value_lambda_cov_12m,size_value_lambda_cov_diff,size_value_lambda_corr_12m,size_value_lambda_corr_diff,industry_ret_dispersion_1m,industry_ret_dispersion_6m,industry_best_minus_worst_1m,industry_best_minus_worst_6m,industry_corr_avg_12m,industry_corr_absavg_12m,industry_pca1_share_12m,industry_pca1_share_diff,industry_rotation_speed_12m,industry_lambda_cov_12m,industry_lambda_cov_diff,industry_lambda_corr_12m,industry_lambda_corr_diff,tsy_short_ret,tsy_intermediate_ret,tsy_long_ret,tsy_long_minus_short,tsy_20y_minus_1_3y,tsy_belly_minus_barbell,tsy_ret_dispersion_1m,tsy_ret_dispersion_6m,tsy_corr_avg_12m,tsy_corr_absavg_12m,tsy_pca1_share_12m,tsy_pca1_share_diff,tsy_rotation_speed_12m,tsy_lambda_cov_12m,tsy_lambda_cov_diff,tsy_lambda_corr_12m,tsy_lambda_corr_diff,cmdty_ret_1m,cmdty_ret_6m,cmdty_ret_12m,cmdty_vol_12m,cmdty_sharpe_12m,nfci_level,nfci_diff,anfci_level,anfci_diff,nfci_minus_anfci,cross_bond_proxy_ret,cross_eq_bond_corr_12m_fisher_diff,cross_eq_tsy20_corr_12m_fisher_diff,cross_eq_cmdty_corr_12m_fisher_diff,cross_bond_cmdty_corr_12m_fisher_diff,policy_rate_diff,curve_10y_2y_diff,curve_belly_diff,credit_spread_diff,core_inflation_diff,vix_logdiff,rv_60d_logdiff,equity_market_level,rho_12m_eq_fi_fisher_diff,cfnai_level,sentiment_logdiff,bond_10y_ret_level,bond_10y_mom_diff
1971-03-31,0.0412,0.0222,-0.0395,0.0178,-0.0265,-0.014,0.0882,0.0524,0.0469,0.0583,0.0306,0.0206,0.0809132649,0.0373162903,0.0349719814,0.0284330294,0.0434596383,0.0423164122,0.0712469145,0.0456734492,0.0462626323,0.0694650777,0.0071644227,0.0238112699,0.0074177134,0.0190107963,0.05785665,0.0531625219,0.0482531557,-0.008264334728987143,1.073,1.07,0.028767400531388536,0.030108947855506676,0.025500000000000002,0.0443,-0.1189440553951021,0.5139448790076925,0.5828958828075779,5.2108362942893116e-05,0.14064579376659936,4.037456638212852,0.7976279177011412,4.0257601193702826,0.30969436027704056,0.0625,0.0365,0.07325,0.03375,0.026000000000000002,-0.03949999999999999,-0.0114,0.0215357067835413,0.02199195337788269,0.8986462886889496,0.8986462886889496,0.9161920127569357,-0.0007035304397889908,0.03079480848618295,3.838684799134025,-0.5236815308082297,4.270105392517993,0.306391293174332,0.02020042287187181,0.02295198856621698,0.0737488422,0.08657911518333335,0.8314719023328199,0.8314719023328199,0.8498948855122161,0.008579765178723164,0.2539712683195547,4.010934660992808,0.05370663268460252,4.075076732485057,-0.1534157827990601,0.0074177134,0.03843372315,0.0507078388,0.043218097671000016,0.040835442300000004,0.010598288600000002,0.02010713988740985,0.01385418728399676,0.8102332924743774,0.8102332924743774,0.8488190024843645,-0.02446690895743786,0.2321426486025405,3.662634969018632,0.2553697572223652,3.9873737795711093,0.6587365566063323,-0.008264334728987143,-0.013945594190295611,0.07853855953130429,0.08341022447886004,0.9415939115227745,1.073,0.19899999999999995,1.07,0.03100000000000014,0.0029999999999998916,0.03714016746,0.0208529269106702,0.024038142295334075,-0.044675574546389145,-0.07555933324629902,0.22999999999999998,-0.46522084422980026,-0.3099999999999987,-0.05999999999999961,-0.6852530330000004,-0.060034909853799334,-0.06429905938530922,0.044778,-0.032980550501657296,0.0,0.07578375745396926,0.03994166666666668,0.02245887840247862
1971-04-30,0.0315,-0.0036,0.0086,-0.0146,0.0085,0.0136,0.0305,0.0374,0.0347,0.0392,0.0259,0.0521,0.0245455091,0.0429877048,0.0845565941,0.0424605117,0.0350608614,0.0425571923,0.0228777488,0.0214449766,0.0630272283,0.0488749334,0.0074890245,-0.03485632,-0.00693075129,-0.02111305081,-0.03129695791999999,-0.017983515,-0.017891056,-0.004357808748446457,1.415,1.652,0.014299611494333992,0.025242095110686088,0.004999999999999999,-0.023100000000000002,-0.10707515149112021,0.46348063380482735,0.5477982509442171,-0.03509763186336079,0.6304042482218167,3.999289555458416,-0.038167082754436255,3.84183433536428,-0.18392578400600268,0.0342,0.039066666666666666,0.03485,0.0434,-0.004866666666666665,0.008550000000000002,-0.004499999999999997,0.00819505270812146,0.019435014610288338,0.8453370111385268,0.8453370111385268,0.873043910628734,-0.04314810212820175,0.3653671625454536,3.080023203420329,-0.7586615957136957,3.740979049856015,-0.5291263426619781,0.028368431556325964,0.02337045721465651,0.11941291409999999,0.08983936091666668,0.7291016353566603,0.7291016353566603,0.7655926336668759,-0.08430225184534024,1.4966010071182962,3.4362320119735803,-0.5747026490192275,4.099891455509393,0.024814723024336516,-0.00693075129,-0.028405033564999998,-0.017937285499999997,-0.0030117194999999975,-0.0029654899999999994,-0.017907381677499997,0.010363181244600124,0.014607453074585594,0.7547461647256717,0.7547461647256717,0.8051274749577572,-0.04369152752660732,0.3521982558404627,3.392571197942376,-0.2700637710762561,3.3735869013791935,-0.6137868781919158,-0.004357808748446457,-0.03709442242122437,0.06072016089678653,0.0836770528925398,0.7256488941149875,1.415,0.3420000000000001,1.652,0.5819999999999999,-0.23699999999999988,-0.024891444199999998,-0.4166632007176794,-0.2603662153331742,0.06602707169785164,0.11085699823872586,0.8499999999999996,-0.5088738929053003,-0.47000000000000064,-0.0500000000000016,-0.8279965090000001,-0.11302680718733393,-0.025255056796123387,0.033332,-0.20602885400147075,-0.05,0.0,-0.0062999999999999905,0.018406786731267832
1971-05-31,-0.04,-0.0112,-0.0133,0.0149,0.002,0.0093,-0.0425,-0.055,-0.0501,-0.0276,-0.0423,-0.0466,-0.060639027,-0.009718298,-0.042060076,-0.047035267,-0.020871751,-0.027645526,-0.051252524,-0.028048654,-0.042382495,-0.01698153,-0.052395113,-0.037293612,-0.001116643,0.0003158133,-0.021838358,-0.005831485,-0.001460947,0.022436245172682372,1.392,1.918,0.0181215724728537,0.02397747041973908,0.0226,0.0129,-0.10459063697553095,0.4642845994712332,0.5458423204401888,-0.0019559305040283137,0.9497692146418021,4.008226232313019,0.00893667685460331,3.785996537316884,-0.05583779804739608,-0.0492,-0.03883333333333333,-0.03505,-0.048350000000000004,-0.01036666666666667,-0.013300000000000006,-0.0225,0.008554417312450659,0.017367304584035542,0.8310415471923915,0.8310415471923915,0.8616195355934454,-0.011424375035288592,0.1260084210163176,3.6578805855495835,0.5778573821292543,3.9748065804120305,0.23382753055601535,0.015061510857316612,0.02258830812156051,0.050920729,0.08571519505000001,0.7372259312766778,0.7372259312766778,0.7662609631602508,0.0006683294933749195,0.8970118512434576,4.243217157893492,0.8069851459199113,4.368621714902966,0.268730259393573,-0.001116643,-0.01076127235,-0.003646216,-0.002529573,-0.0003443039999999999,-0.00947247735,0.008188048871801124,0.013262361225133268,0.7774968847298942,0.7774968847298942,0.8228018680746704,0.017674393116913212,0.14953744683290113,4.265687910081243,0.873116712138867,3.640913044847796,0.2673261434686025,0.022436245172682372,-0.0006280457076486938,0.10676493801731324,0.07940541748912017,1.3445548350310494,1.392,-0.02300000000000013,1.918,0.266,-0.526,-0.005986323940000001,-0.07867289638754249,-0.2197460953643942,-0.3372754886658759,-0.1832655870627031,0.3600000000000003,0.17934258783799972,0.13999999999999968,-0.11000000000000032,-0.19535767599999954,0.15969798872743235,0.04335857445237723,-0.036409,0.21921076512543702,0.47,0.0,-0.042741666666666636,-0.005954460246988091
1971-06-30,-0.0009,-0.0151,-0.0197,0.0158,-0.0167,0.0269,0.0038,-0.0168,-0.0236,0.0114,-0.0014,-0.0007,-0.022916517,0.0223140986,-0.005299396,0.0102541641,0.0207989566,-0.003374913,-0.00046058,-7.532e-05,-0.027043577,0.0042246574,0.0099352661,0.0424376995,-0.0075988881,-0.021334525,-0.013333952,-0.004816981,-0.007115341,0.006014375859433002,1.024,0.92,0.017575401054377743,0.02275083180033753,0.0466,0.0325,-0.09213302741534207,0.45823176560201645,0.5139632937653547,-0.03187902667483411,0.5649912528124388,4.118054485457302,0.10982825314428268,3.638710591217148,-0.147285946099736,-0.0122,0.0031000000000000003,0.0076,-0.01215,-0.015300000000000001,-0.01975,-0.035,0.011984955847505934,0.016754578701725576,0.79204203982044,0.79204203982044,0.8299203360800675,-0.03169919951337785,0.26371982130874894,3.534188872417835,-0.12369171313174832,3.4879195565745,-0.48688702383753046,0.018335723792827253,0.02257352827876141,0.0694812765,0.08553790008333335,0.6618136885817204,0.6618136885817204,0.7019459072697781,-0.0643150558904727,1.0465928992785407,3.5391080323061366,-0.7041091255873551,3.882738454225026,-0.4858832606779404,-0.0075988881,-0.0173342385,-0.005966160999999999,0.0050970370000000004,0.003947857,-0.008244969000000001,0.005729828206823887,0.012693419720485348,0.8038091191700616,0.8038091191700616,0.8436748862736406,0.02087301819897025,0.16142433282271246,4.464087394313437,0.1983994842321941,3.426996083169097,-0.2139169616786991,0.006014375859433002,0.013458163763547457,0.08302352334074603,0.07636408309324345,1.0872064454123667,1.024,-0.3679999999999999,0.92,-0.9979999999999999,0.10399999999999998,-0.011532799399999998,0.28929099320843593,0.31985217368658797,0.15662705161101337,-0.06092791165336672,1.1100000000000003,-0.5489208097966003,-0.2999999999999998,0.02000000000000135,-0.24597155700000073,0.17693892413060208,0.1805467284606892,0.003119,-0.06462530188991883,0.44,0.026533458026828605,-0.0057249999999999905,-0.02187862870315982
1971-07-31,-0.0449,-0.0143,-0.0002,0.0058,0.0139,-0.0232,-0.0667,-0.0444,-0.0595,-0.0412,-0.0352,-0.0488,-0.087207023,-0.043917117,-0.055256134,-0.021310323,-0.022296105,-0.050232781,-0.018304683,-0.021200989,-0.058211453,-0.035428594,-0.036115585,-0.021348825,0.0055548868,0.0022537524,-0.016030007,0.0028250762,0.0063750711,-0.004637894423703265,1.249,0.833,0.019690218948051903,0.018326731069052936,-0.023,-0.0081,-0.08707116620090488,0.4532884818748914,0.5309449445965327,0.016981650831178086,0.5077660359650724,3.708663694475409,-0.409390790981893,3.607123360059955,-0.031587231157192974,-0.05686666666666667,-0.04173333333333334,-0.05395,-0.054150000000000004,-0.015133333333333332,-0.00020000000000000573,-0.018299999999999997,0.01076630546349737,0.01231535728710253,0.8374350843919387,0.8374350843919387,0.8660942885768961,0.03617395249682853,0.32359110611823577,3.295931505289469,-0.23825736712836632,3.7642749709349053,0.2763554143604052,0.01995125216872319,0.02146245042463663,0.06890233999999999,0.08041722511666667,0.7099132374480209,0.7099132374480209,0.7455298002773653,0.04358389300758714,1.205010526179793,4.163897691196527,0.6247896588903905,3.9838405000946477,0.1011020458696219,0.0055548868,-0.0068881273,0.00460007365,-0.0009548131499999999,0.0008201843000000004,-0.01285310625,0.008262303272881074,0.011222924326696353,0.7966212057592534,0.7966212057592534,0.8377748612737432,-0.005900024999897391,0.04668845580716703,4.226510902904183,-0.2375764914092544,3.9176758047062825,0.49067972153718564,-0.004637894423703265,-0.00821715315642679,0.05741429491025398,0.0755836958741019,0.7596121656085241,1.249,0.2250000000000001,0.833,-0.08700000000000008,0.41600000000000015,0.0001957559000000003,-0.04354149767344295,-0.07658167772651753,0.008824150863943087,-0.023616854065644344,-0.0600000000000005,-0.18837112242179987,0.04999999999999982,0.009999999999999787,0.17892046400000083,-0.19920678300388106,0.013232080885759334,-0.040283,-0.2861819274375913,0.41,0.0,-0.012416666666666742,-0.05875100595784666
1971-08-31,0.0379,-0.0023,0.0264,-0.0043,0.0259,0.0344,0.0428,0.0384,0.0652,0.0551,0.0125,0.0855,0.0563068534,0.0620725977,0.1055883863,-0.011950446,0.0327298649,0.0642117025,0.0669581821,0.0310129629,0.0738923106,0.06194992,-0.003228859,-0.023179968,0.022459820836000014,0.04146052433600002,0.052234128,0.0466111577,0.0479320441,-0.030972767470617057,2.024,2.573,0.01678617155743249,0.019206729343073062,0.008,-0.030199999999999998,-0.07078940737171123,0.4720410880519234,0.5337731486258991,0.0028282040293663435,0.404779857813312,4.159177722457692,0.4505140279822828,3.8203058362241173,0.21318247616416253,0.04879999999999999,0.05103333333333334,0.04895,0.07535,-0.002233333333333351,0.0264,0.010099999999999991,0.02276659956066245,0.013967172945963198,0.8150668574126079,0.8150668574126079,0.8479353459047305,-0.018158942672165557,0.19662368900913194,4.260611397027763,0.9646798917382937,3.8930794075586905,0.12880443662378527,0.03717201946271034,0.023181560118295863,0.1287683543,0.08520574268333335,0.6820734176563175,0.6820734176563175,0.7283673679516732,-0.017162432325692034,0.8746891481072193,4.3604745363181046,0.19657684512157747,4.129089022271665,0.14524852217701723,0.022459820836000014,0.0473826412,0.0472716009,0.0216055479,0.0222659911,0.010583592649999994,0.009201304733390907,0.010308634369484494,0.8420346748102465,0.8420346748102465,0.8738880509478258,0.03611318967408261,0.24478289397666358,3.779067707046772,-0.44744319585741055,2.9727023427916763,-0.867713430091433,-0.030972767470617057,-0.019782184339638645,-0.03632222729295282,0.05383007140395614,-0.6747571820598767,2.024,0.7749999999999999,2.573,1.74,-0.5489999999999999,0.04299490744000001,0.09441429551381109,0.1284813785855496,-0.35691981336628414,-0.14938491700314904,-0.8999999999999995,0.18939978170269978,0.3200000000000003,0.04999999999999982,-0.07415550400000015,0.524943059424539,0.3695904625096489,0.042511,0.13770404834486283,-0.13,0.0,0.018358333333333365,0.020476605839494066
1971-09-30,-0.0086,0.0026,-0.029,0.0254,-0.0158,0.021,0.0087,-0.0074,-0.0204,0.0036,-0.0124,-0.0254,-0.015682096,0.0061174822,-0.000931191,-0.016377359,0.0071292517,-0.006637864,-0.00390206,-0.000656685,-0.005732807,0.0069686308,0.0023376916,-0.014966279,0.0059267775,0.0060235056,0.0285179766,0.0208994553,0.019964114,-0.0037577214461288304,2.185,2.682,0.01938338349090673,0.01764272650299276,0.05,0.0412,-0.0757366260504184,0.41663431845819215,0.4595091325352116,-0.0742640160906875,1.1896666347861524,3.8495696866053772,-0.30960803585231433,3.517351836291589,-0.30295399993252836,-0.006366666666666667,-0.011399999999999999,0.006149999999999999,-0.0229,0.0050333333333333315,-0.02905,-0.024,0.01214501498100718,0.012402057645540846,0.8580286203379679,0.8580286203379679,0.8820843752007407,0.03414902929601016,0.3917247533541765,4.2392147078320805,-0.02139668919568205,4.014693672756694,0.12161426519800367,0.010093995075120285,0.02119634827621834,0.036421384693,0.07683203743333335,0.7228162727717089,0.7228162727717089,0.7643964067212747,0.03602903876960151,0.7439708743069934,4.303647328447033,-0.05682720787107165,3.78288869675555,-0.346200325516115,0.0059267775,0.0172707411,0.02043178465,0.014505007149999999,0.0140373365,0.004325295349999999,0.008911387081151073,0.008442675568441365,0.8363447604976686,0.8363447604976686,0.8693356738492121,-0.00455237709861378,0.033178487927144985,4.437189971764732,0.6581222647179596,3.2857953982934665,0.3130930555017901,-0.0037577214461288304,-0.015275571056780332,-0.029221165247075593,0.053222828939492234,-0.5490344242767426,2.185,0.16100000000000003,2.682,0.10899999999999999,-0.4969999999999999,0.0162663658,-0.03564923112697105,-0.03636848161567774,0.038797426151495396,0.009959311434937335,-0.010000000000000675,0.36116373247040023,-0.2699999999999996,-0.020000000000000462,-0.2514233859999999,-0.468518233791694,-0.0420503167648798,-0.005016,0.07161658805316937,-0.06,0.02341450158591396,0.042883333333333364,0.027970551987894776
1971-10-31,-0.0442,-0.0159,-0.0051,0.0156,-0.0139,0.005,-0.0588,-0.0444,-0.0657,-0.0391,-0.0348,-0.0425,-0.043645373,-0.046999915,-0.052296373,-0.042852304,-0.024843948,-0.06517593,-0.025201564,-0.043393473,-0.062844662,-0.034330883,-0.01743377,0.0207302449,0.0143176465,0.0169011538,0.0166649886,0.015318667,0.0184734225,0.024362589429906253,1.57,1.424,0.018813359614911953,0.01839501785642242,0.010100000000000001,0.0295,-0.06652547898709779,0.39641446459435314,0.47681896016882636,0.01730982763361477,0.6874708433689904,3.8435838523264625,-0.005985834278914748,3.7794669662689793,0.2621151299773903,-0.056299999999999996,-0.0388,-0.04895,-0.054099999999999995,-0.017499999999999995,-0.005149999999999995,-0.02659999999999999,0.010995264132040362,0.012868759549527329,0.8726444570928692,0.8726444570928692,0.8942252494587848,0.01214087425804411,0.09861116579694378,4.46070723167043,0.22149252383834916,3.2711182201977844,-0.7435754525589098,0.02221502926810873,0.020170781228182135,0.0859061749,0.07124758090000001,0.7423993598431928,0.7423993598431928,0.7829677304660687,0.018571323744793977,1.0008656076369729,4.347259211392187,0.043611882945153724,4.380255331761996,0.4195169994137146,0.0143176465,0.0167830712,0.01689604475,0.002578398249999999,0.004155776,0.00038753669999999976,0.001421613248842637,0.006952414235815117,0.8410720698126306,0.8410720698126306,0.8730760266025447,0.003740352753332621,0.032769152664568826,4.110979637930026,-0.3262103338347062,3.6178385179972374,0.332043119703771,0.024362589429906253,0.013444827121572378,-0.023649595299651646,0.05565654168716291,-0.424920316305503,1.57,-0.615,1.424,-1.258,0.14600000000000013,0.01633517568,-0.0982153114662832,-0.09707346053239163,-0.07953721684377879,0.08932636284680562,-0.6299999999999999,0.35127204134850043,0.14999999999999947,-0.05999999999999872,-0.2412355030000004,0.01903659307504757,-0.01990274594333119,-0.040683,0.12954371645636598,1.01,0.0,0.02296666666666666,0.01366867058296517
1971-11-30,-0.0046,-0.0286,-0.0167,0.0241,-0.0044,0.0151,-0.0288,-0.0232,-0.0398,0.0086,-0.0037,-0.0137,0.0183355191,-0.009104929,0.003251606,0.0006344104,0.0042853116,-0.010266064,0.0115725706,-0.00416224,-0.0186424,0.0032810441,0.0038005821,-0.011984418,0.0033377662,0.0024827334,-0.002487019,-0.00357911,-0.004274809,0.0028076740400525277,1.355,1.569,0.01783343457915185,0.018346994874138777,0.0318,0.0285,-0.07818727049029457,0.4345774926782366,0.534131749886744,0.05731278971791759,0.6111284970702242,3.077048988923428,-0.7665348634030344,3.450742993067891,-0.32872397320108826,-0.0306,-0.0029333333333333334,-0.0101,-0.026750000000000003,-0.027666666666666666,-0.016650000000000005,-0.0484,0.016022553548739424,0.014113448922242125,0.9021533499657026,0.9021533499657026,0.9186826877191918,0.024457438260407027,0.24457327660341727,4.209318148513306,-0.2513890831571235,3.597287163605599,0.32616894340781455,0.010061053312479678,0.019337371637375974,0.0369779191,0.06892377925000001,0.7271699850241778,0.7271699850241778,0.7742023037818953,-0.00876542668417346,0.5037263603441487,4.271306496309617,-0.07595271508257007,4.030951847226641,-0.34930348453535487,0.0033377662,-2.142799999999955e-06,-0.0039269595000000004,-0.0072647257,-0.0076125752,0.00046637860000000014,0.0031776425085475266,0.006117346508606185,0.7885375457764199,0.7885375457764199,0.8312542493830479,-0.04182177721949676,0.274553177823216,2.273310213665024,-1.8376694242650018,2.717347881351155,-0.9004906366460825,0.0028076740400525277,-0.006183744011057466,-0.006811789718705808,0.05432707411218435,-0.1253848072915771,1.355,-0.21500000000000008,1.569,0.14500000000000002,-0.21399999999999997,-0.00090408768,-0.09829016726739115,-0.10106356776723405,0.0390967957527838,0.08509891297647909,0.1200000000000001,-0.41910670429219987,0.0,0.03000000000000025,-0.2958087149999997,0.3680877267818148,-0.0938894145208522,-0.001262,-0.13069097194229268,0.44,0.0,0.015141666666666675,-0.037176725344558514
1971-12-31,0.0815,0.0324,-0.0038,-0.0043,-0.0168,-0.0062,0.1336,0.112,0.1213,0.0896,0.0844,0.0943,0.1120957182,0.072848763,0.0613148746,0.0883643178,0.0808904303,0.1087960638,0.060242499,0.1048568072,0.109302226,0.101926577,0.0734504083,0.0808540371,0.0098603885,0.0151777398,0.0071006122,0.0028239145,-0.000108236,0.0601154945660608,1.306,1.843,0.035794211201750976,0.021383463232034317,-0.0024,0.012499999999999999,-0.09514259288182034,0.4222259525484921,0.502736335243845,-0.03139541464289897,0.4316282714101189,4.00153659307396,0.8605538399744581,3.9181221828597206,0.4673791897918296,0.1223,0.08943333333333332,0.1116,0.1078,0.03286666666666668,-0.003799999999999998,0.031700000000000006,0.01781456956788148,0.015085051208971384,0.921992773240378,0.921992773240378,0.935126317755572,0.016443630036380164,0.12909477901473262,3.277486301553115,-0.9318318469601912,3.484591304458115,-0.11269585914748381,0.018189836804743814,0.01931305713936207,0.0518532192,0.06598576970000002,0.7638747228567248,0.7638747228567248,0.8000079181912518,0.02580561440935658,0.8644639598836152,4.056413190138739,-0.21489330617087798,4.134045562292054,0.10309371506541343,0.0098603885,0.011139176,0.00135783925,-0.00850254925,-0.009968624499999999,0.006263099750000001,0.005348454801000363,0.006053784274302264,0.7889535046970997,0.7889535046970997,0.8318368980237293,0.0005826486406813602,0.06136774077934106,4.172814178312048,1.8995039646470238,3.9407391445778033,0.8492042223768826,0.0601154945660608,0.047917374695570336,0.06137553845911814,0.07867720646514445,0.7800930055086079,1.306,-0.04899999999999993,1.843,0.274,-0.5369999999999999,0.006970883799999999,0.012090681152082727,0.01761713158270925,0.4015674316131567,0.01603907377311861,-0.2999999999999998,0.3502965819098991,0.2999999999999998,0.009999999999999787,-0.4234226940000001,-0.2626152713380918,0.13124154567958346,0.091257,0.42955756399471245,0.66,-0.0012187691941294432,-0.005358333333333341,-0.05465109098991072
