norm,lambda,eta,date,regime,eq_idx,bd_idx
L2,3.0,4.0,2014-09-30,normal,2.3198726987994505,1.9171739731150277
L2,3.0,4.0,2014-10-31,normal,2.3736983851569953,1.9360184568309704
L2,3.0,4.0,2014-11-30,normal,2.431934701338437,1.9497568906054923
L2,3.0,4.0,2014-12-31,normal,2.4217473268745304,1.9515812078500319
L2,3.0,4.0,2015-01-31,normal,2.346573868101018,1.9925009493965489
L2,3.0,4.0,2015-02-28,normal,2.4753843474426875,1.9737685745615556
L2,3.0,4.0,2015-03-31,stressed,2.4323225613345745,1.9829309276500533
L2,3.0,4.0,2015-04-30,stressed,2.4530483818797064,1.975817109567994
L2,3.0,4.0,2015-05-31,normal,2.4787833124540066,1.971057577985871
L2,3.0,4.0,2015-06-30,stressed,2.426699117492723,1.9495632479929434
L2,3.0,4.0,2015-07-31,stressed,2.474607011470264,1.9631182308713662
L2,3.0,4.0,2015-08-31,stressed,2.3197436300854433,1.9602951254147323
L2,3.0,4.0,2015-09-30,stressed,2.258402649275094,1.9735545485161066
L2,3.0,4.0,2015-10-31,normal,2.445811676319889,1.9738908751589546
L2,3.0,4.0,2015-11-30,normal,2.4470468112164303,1.9686727163365845
L2,3.0,4.0,2015-12-31,normal,2.4039053759346847,1.9621162180001874
L2,3.0,4.0,2016-01-31,stressed,2.281702846149045,1.9889151547189012
L2,3.0,4.0,2016-02-29,stressed,2.271827636230912,2.0026300905875147
L2,3.0,4.0,2016-03-31,normal,2.4212934482461796,2.0205979248476096
L2,3.0,4.0,2016-04-30,normal,2.4275863899181713,2.0281573274158515
L2,3.0,4.0,2016-05-31,normal,2.464558530636625,2.0284739278883643
L2,3.0,4.0,2016-06-30,normal,2.466298508959255,2.0645153850075633
L2,3.0,4.0,2016-07-31,normal,2.553630139161502,2.077155309155531
L2,3.0,4.0,2016-08-31,normal,2.5500065379940318,2.0743680338634185
L2,3.0,4.0,2016-09-30,normal,2.546349828618548,2.0727318541695308
L2,3.0,4.0,2016-10-31,normal,2.4963751668820806,2.0564638569607108
L2,3.0,4.0,2016-11-30,normal,2.581439150693588,2.0076188828806982
L2,3.0,4.0,2016-12-31,normal,2.6276494929301535,2.009844530319674
L2,3.0,4.0,2017-01-31,normal,2.6735913166645444,2.012986309543142
L2,3.0,4.0,2017-02-28,normal,2.771974129935167,2.0257111479848686
L2,3.0,4.0,2017-03-31,normal,2.770064239759641,2.024036500760688
L2,3.0,4.0,2017-04-30,normal,2.7938618616434163,2.038647832647421
L2,3.0,4.0,2017-05-31,normal,2.8245272894368147,2.053111314539549
L2,3.0,4.0,2017-06-30,normal,2.836429847434501,2.0498195784414084
L2,3.0,4.0,2017-07-31,normal,2.8893264276593067,2.0572074139361964
L2,3.0,4.0,2017-08-31,normal,2.8883036061039156,2.073799764946049
L2,3.0,4.0,2017-09-30,normal,2.941457057367046,2.0620615313747215
L2,3.0,4.0,2017-10-31,normal,3.0040747952042754,2.0613993381762774
L2,3.0,4.0,2017-11-30,calm,3.0860349678418335,2.057102267956574
L2,3.0,4.0,2017-12-31,calm,3.113599432174597,2.0646930542962796
L2,3.0,4.0,2018-01-31,calm,3.2850933752993416,2.0386408477999787
L2,3.0,4.0,2018-02-28,normal,3.153535240898729,2.0170782197448336
L2,3.0,4.0,2018-03-31,stressed,3.064968203658088,2.0275939741523876
L2,3.0,4.0,2018-04-30,stressed,3.0690108967187135,2.0096726690126965
L2,3.0,4.0,2018-05-31,normal,3.131029468919605,2.021197579678052
L2,3.0,4.0,2018-06-30,normal,3.141806472351626,2.0158812131839765
L2,3.0,4.0,2018-07-31,normal,3.2499537347429137,2.0131364234160958
L2,3.0,4.0,2018-08-31,normal,3.34310715864185,2.0228713919729464
L2,3.0,4.0,2018-09-30,normal,3.3524478000430955,2.0068118659769745
L2,3.0,4.0,2018-10-31,stressed,3.113408214556623,1.9871431095258176
L2,3.0,4.0,2018-11-30,stressed,3.1634064370741877,1.9954229043121146
L2,3.0,4.0,2018-12-31,stressed,2.867068012268389,2.0282896824921037
L2,3.0,4.0,2019-01-31,normal,3.0866395489199516,2.04557577288719
L2,3.0,4.0,2019-02-28,normal,3.172846304881737,2.040706943740709
L2,3.0,4.0,2019-03-31,normal,3.2236879940711622,2.076012074205442
L2,3.0,4.0,2019-04-30,normal,3.343651095394532,2.0721845499304155
L2,3.0,4.0,2019-05-31,stressed,3.1166907463413422,2.104618350804218
L2,3.0,4.0,2019-06-30,normal,3.3259141961432364,2.1272557654404833
L2,3.0,4.0,2019-07-31,normal,3.363257560737533,2.1278961343589446
L2,3.0,4.0,2019-08-31,normal,3.2970282928514894,2.1796322739809466
L2,3.0,4.0,2019-09-30,normal,3.3477398850238385,2.1641025299575145
L2,3.0,4.0,2019-10-31,normal,3.4111192965271098,2.167374992067763
L2,3.0,4.0,2019-11-30,normal,3.523164332060136,2.1636650077314092
L2,3.0,4.0,2019-12-31,normal,3.6189591702488513,2.1591296537469336
L2,3.0,4.0,2020-01-31,normal,3.6083628577983626,2.197875114084004
L2,3.0,4.0,2020-02-29,normal,3.3005298140367265,2.234798679440796
L2,3.0,4.0,2020-03-31,stressed,2.8836101884574212,2.2189615940565157
L2,3.0,4.0,2020-04-30,normal,3.249378839202114,2.2584089407537573
L2,3.0,4.0,2020-05-31,normal,3.396192273914944,2.268692723844952
L2,3.0,4.0,2020-06-30,normal,3.458301838220301,2.2827640944076
L2,3.0,4.0,2020-07-31,normal,3.648511897624256,2.3166297196160888
L2,3.0,4.0,2020-08-31,normal,3.9037800325415373,2.297695136445122
L2,3.0,4.0,2020-09-30,normal,3.7502521714217436,2.2962089666684293
L2,3.0,4.0,2020-10-31,normal,3.6461226696300475,2.285726212678728
L2,3.0,4.0,2020-11-30,normal,4.037883965991117,2.307924719683197
L2,3.0,4.0,2020-12-31,normal,4.187370468296074,2.310872634025208
L2,3.0,4.0,2021-01-31,normal,4.140735723390661,2.294304434063029
L2,3.0,4.0,2021-02-28,normal,4.248775799885371,2.261177694896666
L2,3.0,4.0,2021-03-31,normal,4.429089596056706,2.2329392992759955
L2,3.0,4.0,2021-04-30,normal,4.6612846181299785,2.250579843375669
L2,3.0,4.0,2021-05-31,normal,4.686861086829658,2.2579316802101985
L2,3.0,4.0,2021-06-30,normal,4.790975019012492,2.273794644838711
L2,3.0,4.0,2021-07-31,normal,4.899960118744987,2.299221759882709
L2,3.0,4.0,2021-08-31,normal,5.042009962587405,2.2948454365107747
L2,3.0,4.0,2021-09-30,normal,4.802166590677085,2.2749732573141555
L2,3.0,4.0,2021-10-31,normal,5.134207597422861,2.274345308044452
L2,3.0,4.0,2021-11-30,normal,5.09141911130594,2.281078856367273
L2,3.0,4.0,2021-12-31,normal,5.312962031096195,2.275015650652391
L2,3.0,4.0,2022-01-31,stressed,5.033579922691001,2.226001879023485
L2,3.0,4.0,2022-02-28,stressed,4.875721822735489,2.2011665603680024
L2,3.0,4.0,2022-03-31,stressed,5.050141019500206,2.140010433410453
L2,3.0,4.0,2022-04-30,stressed,4.605945765848027,2.05880058357123
L2,3.0,4.0,2022-05-31,stressed,4.604808097243862,2.0714554940895207
L2,3.0,4.0,2022-06-30,stressed,4.215609716864811,2.0377171184149816
L2,3.0,4.0,2022-07-31,normal,4.5963467240531735,2.0858765753629642
L2,3.0,4.0,2022-08-31,stressed,4.3925447103086555,2.022982061356638
L2,3.0,4.0,2022-09-30,stressed,3.9739527695950816,1.931727491481504
L2,3.0,4.0,2022-10-31,normal,4.282188442215954,1.9022621414184346
L2,3.0,4.0,2022-11-30,normal,4.499950571067962,1.966702476298797
L2,3.0,4.0,2022-12-31,normal,4.219729649106418,1.9513440829582542
L2,3.0,4.0,2023-01-31,normal,4.465541560355814,2.004548261877918
L2,3.0,4.0,2023-02-28,normal,4.333754497826593,1.9459047798789946
L2,3.0,4.0,2023-03-31,normal,4.470059744292235,1.9883237408891075
L2,3.0,4.0,2023-04-30,normal,4.519865149963139,1.993420424657569
L2,3.0,4.0,2023-05-31,normal,4.5148119407254805,1.9645364747072414
L2,3.0,4.0,2023-06-30,normal,4.788987440261857,1.9496684444320602
L2,3.0,4.0,2023-07-31,normal,4.916561276682993,1.9395433303676552
L2,3.0,4.0,2023-08-31,normal,4.807334951360203,1.9184273254520925
L2,3.0,4.0,2023-09-30,normal,4.552454859574036,1.861422986721253
L2,3.0,4.0,2023-10-31,stressed,4.430995363920601,1.823300157027021
L2,3.0,4.0,2023-11-30,normal,4.806650719878425,1.8978445549163838
L2,3.0,4.0,2023-12-31,normal,4.998575476472451,1.9623332571134269
L2,3.0,4.0,2024-01-31,normal,5.054539527507036,1.9477188664075593
L2,3.0,4.0,2024-02-29,normal,5.294736300393698,1.9120218118844836
L2,3.0,4.0,2024-03-31,normal,5.436206359603917,1.9214577150858965
L2,3.0,4.0,2024-04-30,normal,5.184428462058861,1.8638895071870079
L2,3.0,4.0,2024-05-31,normal,5.4105784160023305,1.8872874459941578
L2,3.0,4.0,2024-06-30,normal,5.575979798179522,1.897424078590639
L2,3.0,4.0,2024-07-31,normal,5.614013556382904,1.93320483250553
L2,3.0,4.0,2024-08-31,normal,5.71526229087227,1.9516989278775254
L2,3.0,4.0,2024-09-30,normal,5.807832394197528,1.9700277117291258
L2,3.0,4.0,2024-10-31,normal,5.727701730654785,1.913490198601136
L2,3.0,4.0,2024-11-30,normal,6.032993960600416,1.9260644907678712
L2,3.0,8.0,1981-12-31,normal,0.5615390650624265,0.531894414019397
L2,3.0,8.0,1982-01-31,normal,0.5471951111844718,0.5310049272244493
L2,3.0,8.0,1982-02-28,normal,0.5090293465695773,0.5364899512228238
L2,3.0,8.0,1982-03-31,normal,0.4988655576066226,0.538044549778042
L2,3.0,8.0,1982-04-30,normal,0.5131899832277391,0.5470377579914879
L2,3.0,8.0,1982-05-31,normal,0.48765262328236036,0.5501226117302948
L2,3.0,8.0,1982-06-30,normal,0.47307668637245065,0.5362015554939615
L2,3.0,8.0,1982-07-31,normal,0.4572328750691509,0.5536230249848376
L2,3.0,8.0,1982-08-31,normal,0.5067864023705202,0.5796319380818399
L2,3.0,8.0,1982-09-30,normal,0.5080604633860797,0.6001386815623947
L2,3.0,8.0,1982-10-31,normal,0.5611344916332431,0.6283860309490477
L2,3.0,8.0,1982-11-30,normal,0.5778692055772213,0.6305675423614343
L2,3.0,8.0,1982-12-31,normal,0.5827568233179935,0.6390161942119957
L2,3.0,8.0,1983-01-31,normal,0.5980448658209178,0.6356830692429887
L2,3.0,8.0,1983-02-28,normal,0.6056968498790964,0.6499805414959691
L2,3.0,8.0,1983-03-31,normal,0.6219264969716067,0.6475852373259132
L2,3.0,8.0,1983-04-30,normal,0.6641067958492151,0.661037435210619
L2,3.0,8.0,1983-05-31,normal,0.651325396456301,0.6478105995669197
L2,3.0,8.0,1983-06-30,normal,0.6699038020648206,0.6441642274138458
L2,3.0,8.0,1983-07-31,normal,0.6428303098081729,0.6241635657683873
L2,3.0,8.0,1983-08-31,normal,0.6452209957303495,0.6237638931229855
L2,3.0,8.0,1983-09-30,normal,0.6468714710374278,0.6395947661329394
L2,3.0,8.0,1983-10-31,normal,0.6321396201560214,0.6370252132828089
L2,3.0,8.0,1983-11-30,normal,0.6387303078357681,0.6398562618145366
L2,3.0,8.0,1983-12-31,normal,0.6284250330491459,0.6364140795512657
L2,3.0,8.0,1984-01-31,normal,0.6178574376933914,0.6446985925788665
L2,3.0,8.0,1984-02-29,normal,0.5894613277144408,0.6368162605966066
L2,3.0,8.0,1984-03-31,normal,0.5931148090236149,0.625019928947399
L2,3.0,8.0,1984-04-30,normal,0.5915525446166467,0.618731801484021
L2,3.0,8.0,1984-05-31,stressed,0.5518262419303712,0.5946173060936221
L2,3.0,8.0,1984-06-30,stressed,0.557327397736175,0.5977728392361519
L2,3.0,8.0,1984-07-31,stressed,0.5435887200545806,0.6197677302319536
L2,3.0,8.0,1984-08-31,normal,0.5968778094589712,0.6250604041584276
L2,3.0,8.0,1984-09-30,normal,0.5896675255207068,0.6345303792082446
L2,3.0,8.0,1984-10-31,normal,0.5837354702139685,0.6551065948711156
L2,3.0,8.0,1984-11-30,normal,0.5706527908555331,0.662042759279566
L2,3.0,8.0,1984-12-31,normal,0.5797683985366594,0.6674758372985344
L2,3.0,8.0,1985-01-31,calm,0.6189520457517595,0.678331718608076
L2,3.0,8.0,1985-02-28,calm,0.6207377224037534,0.6605228345472154
L2,3.0,8.0,1985-03-31,calm,0.615073490686819,0.6698937282680262
L2,3.0,8.0,1985-04-30,calm,0.6078193139376588,0.6789265006544384
L2,3.0,8.0,1985-05-31,calm,0.6366609482033145,0.7099243473934242
L2,3.0,8.0,1985-06-30,calm,0.6408845569336954,0.7135248026807732
L2,3.0,8.0,1985-07-31,calm,0.633804064348692,0.7066128844744178
L2,3.0,8.0,1985-08-31,calm,0.6227156622429115,0.7160094672911846
