asset,feature_group,majority_scope,n_months,first_date,last_date,good_share,bad_share,n_switches,mean_spell_length,mean_good_spell_length,mean_bad_spell_length,monthly_turnover,avg_n_teachers,min_n_teachers,avg_vote_prob,avg_vote_strength,weak_vote_share_50_60,strong_vote_share_80_100,state_good_ann_return,state_bad_ann_return,state_good_ann_vol,state_bad_ann_vol,state_good_downside,state_bad_downside,state_good_sharpe,state_bad_sharpe,state_good_cvar_1pct,state_bad_cvar_1pct,good_minus_bad_ann_return,good_minus_bad_ann_vol,good_minus_bad_downside,good_minus_bad_sharpe,p_bad_bad,p_bad_good,p_good_bad,p_good_good,expected_duration_bad,expected_duration_good
bond,return_downside_sharpe_vol,all_models,448,1989-01-31,2026-04-30,0.6540178571428571,0.3459821428571429,43,10.181818181818182,13.318181818181818,7.045454545454546,0.09619686800894854,30.0,30,0.6453125000000001,0.9738839285714286,0.026785714285714284,0.9486607142857143,0.05674258764790395,-0.037970821807371755,0.03151997418396642,0.04967774257737213,0.014690044730478479,0.04090970670008199,1.8002104734199866,-0.764342738566128,-0.021150883639594154,-0.041528639854656206,0.0947134094552757,-0.018157768393405715,-0.02621966196960351,2.5645532119861145,0.8636363636363636,0.13636363636363635,0.07508532423208192,0.9249146757679181,7.333333333333334,13.318181818181817
bond,return_downside_sharpe_vol,l1_medoids_only,448,1989-01-31,2026-04-30,0.6272321428571429,0.3727678571428571,45,9.73913043478261,12.217391304347826,7.260869565217392,0.10067114093959731,15.0,15,0.6251488095238097,0.9860119047619048,0.004464285714285714,0.9799107142857143,0.06164489394786815,-0.039413858674597096,0.030938780981229694,0.04839427744290204,0.013655274178252411,0.0402269153565349,1.9924797290904122,-0.8144322171376462,-0.019917846496956552,-0.041528639854656206,0.10105875262246525,-0.017455496461672347,-0.02657164117828249,2.8069119462280585,0.8674698795180723,0.13253012048192772,0.08185053380782918,0.9181494661921709,7.545454545454547,12.217391304347831
bond,return_downside_sharpe_vol,l2_only,448,1989-01-31,2026-04-30,0.6674107142857143,0.3325892857142857,43,10.181818181818182,13.590909090909092,6.7727272727272725,0.09619686800894854,15.0,15,0.6654761904761904,0.9885416666666667,0.0,0.9866071428571429,0.05776632942382906,-0.0438391389062527,0.03139925073919177,0.049768705924660595,0.014541906040479875,0.04172526280408658,1.8397359192946139,-0.8808575206398972,-0.021150883639594154,-0.041528639854656206,0.10160546833008176,-0.018369455185468828,-0.027183356763606704,2.720593439934511,0.8581081081081081,0.14189189189189189,0.07357859531772576,0.9264214046822743,7.047619047619048,13.5909090909091
equity,return_sortino,all_models,459,1988-02-29,2026-04-30,0.7559912854030502,0.24400871459694984,57,7.913793103448276,11.96551724137931,3.8620689655172415,0.12445414847161572,14.0,14,0.7471210706504825,0.968720821661998,0.015250544662309368,0.9237472766884531,0.13871214645108562,-0.14704281377810535,0.12033783047287978,0.19359552896355642,0.0687879731089615,0.16221239333276655,1.1526894402699641,-0.7595362070876419,-0.10118035180632406,-0.1481354046225125,0.285754960229191,-0.07325769849067663,-0.09342442022380505,1.912225647357606,0.7410714285714286,0.25892857142857145,0.08092485549132948,0.9190751445086706,3.862068965517242,12.357142857142863
equity,return_sortino,l1_medoids_only,459,1988-02-29,2026-04-30,0.7472766884531591,0.2527233115468409,63,7.171875,10.71875,3.625,0.13755458515283842,7.0,7,0.746031746031746,0.9707438530967942,0.023965141612200435,0.9389978213507625,0.13776466635672222,-0.13438759383600696,0.11929128234916928,0.19437770536814017,0.06885628220052062,0.15981515495079723,1.154859463690572,-0.6913734966748607,-0.10118035180632406,-0.1481354046225125,0.2721522601927292,-0.0750864230189709,-0.09095887275027661,1.8462329603654326,0.7241379310344828,0.27586206896551724,0.09064327485380116,0.9093567251461988,3.625,11.032258064516126
equity,return_sortino,l2_only,459,1988-02-29,2026-04-30,0.7538126361655774,0.24618736383442263,57,7.913793103448276,11.931034482758621,3.896551724137931,0.12445414847161572,7.0,7,0.7482103952692188,0.9701213818860878,0.0196078431372549,0.934640522875817,0.13882388629383147,-0.14485615028572363,0.1205106046066242,0.19284610089009652,0.06888730597386163,0.16149304436330603,1.1519640677846255,-0.7511489712113883,-0.10118035180632406,-0.1481354046225125,0.2836800365795551,-0.07233549628347231,-0.0926057383894444,1.9031130389960138,0.7433628318584071,0.25663716814159293,0.08115942028985507,0.9188405797101449,3.896551724137932,12.321428571428564
