date,level,diff_1,diff_12,pct_change_1,pct_change_12,ann_2q,ann_4q,zscore,variance_proxy,dev_from_36_mean
1973-10-01,31.77379,-0.3507599999999975,-1.9737899999999975,-0.010918752169291057,-0.05848686039117468,-0.03498767272061032,-0.05848686039117468,-1.1010081306992903,1.2122189038659454,
1974-01-01,31.76449,-0.009300000000003195,-1.528380000000002,-0.0002926940726933891,-0.0459071266610539,-0.022290875899127482,-0.0459071266610539,-1.1013261382987694,1.21291926290008,
1974-04-01,30.99462,-0.7698699999999974,-1.3500399999999964,-0.0242368128687096,-0.04173919280647864,-0.04844347720200248,-0.04173919280647864,-1.1276513544934623,1.2715975772909403,
1974-07-01,30.86269,-0.13193000000000055,-1.2618599999999986,-0.00425654516816143,-0.03928023894498134,-0.05597438284069234,-0.03928023894498134,-1.13216261713854,1.2817921916459882,
1974-10-01,30.79768,-0.0650100000000009,-0.976110000000002,-0.002106426886314905,-0.03072060336522653,-0.012667638514928137,-0.03072060336522653,-1.1343855928419924,1.2868306732474786,-4.623535833333335
1975-01-01,31.53604,0.7383600000000001,-0.2284499999999987,0.023974533146652544,-0.007191993323361956,0.04411121923495909,-0.007191993323361956,-1.1091378411053179,1.2301867505717654,-3.640621666666668
1975-04-01,32.27817,0.7421300000000031,1.2835500000000017,0.023532758076156846,0.04141202569994418,0.09845382323048546,0.04141202569994418,-1.083761176610575,1.174538287928338,-2.704340000000002
1975-07-01,32.38043,0.10225999999999402,1.5177399999999963,0.0031680854273954395,0.0491771780100827,0.054267716483076045,0.0491771780100827,-1.0802644607909313,1.1669713052479216,-2.400955555555555
1975-10-01,32.7301,0.34967000000000326,1.9324200000000005,0.010798806563100172,0.06274563538552247,0.028198237964522255,0.06274563538552247,-1.0683077169941884,1.141281378189335,-1.862683611111116
1976-01-01,32.98513,0.25502999999999787,1.4490899999999982,0.007791910198868823,0.04595028418279523,0.037698470585418864,0.04595028418279523,-1.0595871279517104,1.1227248817209543,-1.4349119444444511
1976-04-01,33.49464,0.5095099999999988,1.216469999999994,0.015446657327104596,0.037687080773166404,0.04726349243237116,0.037687080773166404,-1.0421647567677987,1.0861073802488852,-0.7993386111111107
1976-07-01,33.64333,0.148690000000002,1.262900000000002,0.004439217737524537,0.03900195272267859,0.040307072200389316,0.03900195272267859,-1.0370803965563489,1.0755357489214739,-0.5068119444444505
1976-10-01,33.78753,0.14419999999999789,1.0574299999999965,0.004286139332818628,0.032307570096027804,0.0175652326068092,0.032307570096027804,-1.0321495690461526,1.0653327328821587,-0.21497916666667294
1977-01-01,33.65136,-0.1361699999999999,0.6662299999999988,-0.004030185100834527,0.02019788917005938,0.0004774175624939758,0.02019788917005938,-1.0368058158011002,1.0749662996789848,-0.21842277777777497
1977-04-01,32.80422,-0.847139999999996,-0.690419999999996,-0.025174019712724705,-0.020612850294853047,-0.05735852771788841,-0.020612850294853047,-1.0657732306207088,1.1358725791077027,-0.9500191666666638
1977-07-01,32.98791,0.18368999999999858,-0.6554199999999994,0.005599584443708672,-0.019481424698446936,-0.039042101666094564,-0.019481424698446936,-1.0594920676155222,1.1225234413402143,-0.6462997222222242
1977-10-01,33.21873,0.23082000000000136,-0.568799999999996,0.006997108940821173,-0.016834613243406515,0.02543141389280601,-0.016834613243406515,-1.0515993241626547,1.105861138579352,-0.3108522222222234
1978-01-01,33.5012,0.28246999999999645,-0.15015999999999963,0.008503335317153748,-0.00446222678667374,0.031361997869932656,-0.00446222678667374,-1.041940441729887,1.085639884112272,0.04646694444443966
1978-04-01,32.12444,-1.3767599999999973,-0.6797800000000009,-0.0410958413429966,-0.020722333894846456,-0.06479874290977738,-0.020722333894846456,-1.0890178764243232,1.1859599351717425,-1.2511377777777781
1978-07-01,32.21407,0.08962999999999965,-0.7738399999999999,0.0027900875470514563,-0.023458291234576545,-0.07536470130950268,-0.023458291234576545,-1.0859530354413904,1.1792939951843697,-1.0835802777777772
1978-10-01,31.86206,-0.35200999999999993,-1.3566700000000012,-0.010927212860715851,-0.040840513770393994,-0.016268516483092355,-0.040840513770393994,-1.097989794053486,1.2055815878456164,-1.3353824999999944
1979-01-01,31.53601,-0.3260499999999986,-1.9651899999999962,-0.010233173875135448,-0.05866028679569679,-0.04165409117463237,-0.05866028679569679,-1.1091388669362838,1.2301890261487036,-1.554410833333332
1979-04-01,31.06277,-0.47324000000000055,-1.0616699999999994,-0.015006337199918507,-0.03304866948653418,-0.04954259241648873,-0.03304866948653418,-1.1253210084822287,1.2663473721314602,-1.92735861111111
1979-07-01,30.98402,-0.07874999999999943,-1.2300499999999985,-0.0025351892313530966,-0.03818362597461289,-0.03470059315303464,-0.03818362597461289,-1.128013814768137,1.2724151663077647,-1.8982433333333333
1979-10-01,31.02615,0.04213000000000022,-0.8359099999999984,0.0013597331785868416,-0.026235277944991586,-0.002356416654521798,-0.026235277944991586,-1.126573206148133,1.269167188810884,-1.7249447222222258
1980-01-01,30.94982,-0.07633000000000223,-0.586190000000002,-0.002460182781299114,-0.018587957068760486,-0.0022063712267814672,-0.018587957068760486,-1.1291832620694455,1.275054839337794,-1.702562777777775
1980-04-01,31.37303,0.423210000000001,0.31025999999999954,0.013674069833039537,0.009988162678344459,0.02248549058940985,0.009988162678344459,-1.114711864631234,1.2425825411496425,-1.1963566666666665
1980-07-01,31.77687,0.40383999999999887,0.7928499999999978,0.012872202653043008,0.02558899716692653,0.054158656437889086,0.02558899716692653,-1.1009028120534416,1.2119870015871754,-0.7027924999999975
1980-10-01,31.157,-0.6198699999999988,0.1308499999999988,-0.01950695584555684,0.004217410152403733,-0.013724286422998389,0.004217410152403733,-1.1220988734178337,1.2591058817255714,-1.1983466666666693
1981-01-01,30.87284,-0.28415999999999997,-0.07697999999999894,-0.009120261899412618,-0.002487251945245572,-0.05608925520370667,-0.002487251945245572,-1.1318155443283562,1.2810064263832932,-1.375468333333334
1981-04-01,30.70875,-0.16409000000000162,-0.6642800000000015,-0.005315027707201603,-0.021173600382239144,-0.028566649873340677,-0.021173600382239144,-1.1374264977690505,1.2937390378271678,-1.4571950000000022
1981-07-01,30.60333,-0.10541999999999874,-1.1735399999999991,-0.0034328977897178925,-0.03693063539612296,-0.017383151795055674,-0.03693063539612296,-1.141031267783786,1.3019523540602738,-1.478694444444443
1981-10-01,31.35587,0.7525399999999998,0.19886999999999944,0.0245901344722943,0.006382835317906066,0.042589706324632326,0.006382835317906066,-1.1152986399438205,1.2438910562605359,-0.6597180555555617
1982-01-01,32.41298,1.057109999999998,1.5401399999999974,0.03371330471774492,0.04988656696306526,0.12176155487575357,0.04988656696306526,-1.079151434192756,1.164567817920282,0.42183333333333195
1982-04-01,32.40213,-0.010849999999997806,1.6933800000000012,-0.0003347424396028531,0.05514324093295886,0.06784792918322768,0.05514324093295886,-1.0795224430588142,1.1653687050676707,0.4093869444444458
1982-07-01,33.9253,1.5231700000000004,3.3219700000000003,0.04700832939069133,0.1085492983933447,0.095492657621421,0.1085492983933447,-1.0274386113063487,1.0556301000031183,1.882536111111115
1982-10-01,35.18156,1.2562599999999975,3.825689999999998,0.037030181015348385,0.12200873393083977,0.17891655226600678,0.12200873393083977,-0.9844815976589211,0.9692040161290617,3.0441358333333355
1983-01-01,35.82911,0.6475500000000025,3.4161300000000026,0.018405949025569246,0.10539388849775633,0.11538460821930152,0.10539388849775633,-0.9623390362565107,0.9260964207031099,3.5787797222222224
1983-04-01,36.87167,1.0425600000000017,4.469540000000002,0.029098127193223577,0.13793969717422905,0.09838711816881651,0.13793969717422905,-0.9266893585239854,0.8587531672015956,4.458088333333336
1983-07-01,37.3311,0.45942999999999756,3.4057999999999993,0.012460243867446152,0.10039115350490624,0.08559924692253329,0.10039115350490624,-0.9109794411660836,0.82988354222727,4.737840277777778
1983-10-01,37.17553,-0.15556999999999732,1.9939700000000045,-0.004167302865439204,0.05667656579185243,0.016549945118759846,0.05667656579185243,-0.9162990586124167,0.839603964814001,4.405107777777786
1984-01-01,37.45447,0.27893999999999863,1.6253600000000006,0.00750332275020682,0.0453642303702213,0.006620423913673346,0.0453642303702213,-0.9067608822899886,0.8222152976513186,4.519646944444446
1984-04-01,37.72687,0.27239999999999753,0.8551999999999964,0.007272830185555801,0.02319395893920717,0.02988139701033532,0.02319395893920717,-0.8974463371181618,0.8054099280068053,4.64069416666667
1984-07-01,38.49586,0.7689900000000023,1.1647600000000011,0.02038308505317299,0.031200795047561014,0.056381387109542214,0.031200795047561014,-0.8711512119651397,0.7589044341083317,5.239811111111109
1984-10-01,40.08547,1.5896100000000004,2.909939999999999,0.041293011768018806,0.07827568295596588,0.1289440238743207,0.07827568295596588,-0.816795506566506,0.6671548995472352,6.625105277777777
1985-01-01,40.44121,0.3557399999999973,2.9867399999999975,0.008874537332355104,0.07974321890017388,0.1036216966590835,0.07974321890017388,-0.8046312029709638,0.6474313727945004,6.773731944444442
1985-04-01,41.31983,0.8786200000000051,3.592960000000005,0.021725858350924776,0.09523610095404167,0.0625346265764457,0.09523610095404167,-0.7745873495243022,0.5999855620430835,7.434985555555556
1985-07-01,41.55909,0.23925999999999448,3.0632299999999972,0.005790440086515192,0.07957297226247184,0.056048287169232935,0.07957297226247184,-0.7664060056263167,0.5873781654600857,7.454363333333333
1985-10-01,43.78715,2.2280599999999993,3.701679999999996,0.05361185723748996,0.09234468249966876,0.12299107769308448,0.09234468249966876,-0.6902189075516444,0.4764021403417854,9.404656111111109
1986-01-01,44.07415,0.28700000000000614,3.632940000000005,0.006554434348890137,0.08983262370240674,0.12469776440794078,0.08983262370240674,-0.6804051246430013,0.46295113364045815,9.402134166666663
1986-04-01,45.30682,1.2326699999999988,3.9869899999999987,0.027968094676811717,0.09649095845747668,0.07061618374459133,0.09649095845747668,-0.6382547560785523,0.4073691336568923,10.287509722222225
1986-07-01,46.12536,0.8185399999999987,4.566270000000003,0.018066595713404743,0.10987415749478635,0.0952459269119399,0.10987415749478635,-0.6102653001132542,0.3724237365223202,10.741120555555561
1986-10-01,47.55286,1.427500000000002,3.7657100000000057,0.03094826793763783,0.08600034485003039,0.1016055678229355,0.08600034485003039,-0.5614528433115545,0.315229295262629,11.770450277777783
1987-01-01,47.57835,0.025489999999997792,3.5041999999999973,0.0005360350565664085,0.07950692185782371,0.06399409092041197,0.07950692185782371,-0.5605812289340588,0.31425131423321967,11.404908333333339
1987-04-01,48.04867,0.47032000000000096,2.7418499999999995,0.009885168359138108,0.06051737906125387,0.02096171637335731,0.06051737906125387,-0.5444989349354771,0.2964790901458689,11.43288861111111
1987-07-01,48.1165,0.06783000000000072,1.9911400000000015,0.0014116936015087234,0.04316800996241543,0.022749568155585598,0.04316800996241543,-0.5421795311212149,0.2939586439668204,11.058984444444448
1987-10-01,48.55667,0.44016999999999484,1.0038099999999943,0.0091480053619859,0.021109350730954768,0.021257006436956605,0.021109350730954768,-0.527128197243524,0.27786413632920753,11.035415277777773
1988-01-01,49.03151,0.4748400000000004,1.453159999999997,0.009779089052029288,0.030542463116102203,0.03839473645599578,0.030542463116102203,-0.5108913447127226,0.2610099661023739,11.024269166666663
1988-04-01,49.08744,0.05593000000000359,1.0387699999999995,0.001140695034682837,0.021619120778993528,0.021981363518481567,0.021619120778993528,-0.5089788538483307,0.25905947366476045,10.579513888888883
1988-07-01,49.25732,0.16987999999999914,1.140819999999998,0.0034607630791094746,0.02370953830806477,0.009232021340587426,0.02370953830806477,-0.503169915031187,0.253179963392492,10.241802222222226
1988-10-01,49.71548,0.45815999999999946,1.1588100000000026,0.00930135866100712,0.023865104423347105,0.025752317485262965,0.023865104423347105,-0.48750342451751516,0.2376595889163046,10.180814166666671
1989-01-01,49.73276,0.017279999999999518,0.7012500000000017,0.00034757785703765087,0.014302027410536544,0.019397503304079855,0.014302027410536544,-0.4869125458810645,0.23708382733637973,9.676345833333336
1989-04-01,49.8876,0.1548400000000001,0.8001599999999982,0.0031134407179493895,0.01630070747221679,0.006936187617599954,0.01630070747221679,-0.48161789032157226,0.231955792277802,9.316892222222222
1989-07-01,50.17117,0.28356999999999744,0.9138499999999965,0.005684178032216325,0.018552572490748487,0.017708342000967825,0.018552572490748487,-0.47192139408671563,0.22270980219674916,9.089509444444438
1989-10-01,51.38111,1.2099400000000031,1.6656300000000002,0.02411624046240113,0.03350324687602324,0.0607712528739921,0.03350324687602324,-0.4305482634508848,0.18537180716057253,9.737668611111118
1990-01-01,51.96856,0.5874499999999969,2.2357999999999976,0.011433190135440752,0.044956282337839326,0.07293375413471792,0.044956282337839326,-0.41046078341714876,0.1684780547234195,9.739126388888891
1990-04-01,52.7473,0.7787400000000062,2.8597000000000037,0.014984829289093282,0.057322861793311475,0.053885680859034446,0.057322861793311475,-0.38383226320015695,0.14732720627335455,9.905684444444454
1990-07-01,53.75313,1.005829999999996,3.5819600000000023,0.019068843334161034,0.0713947870858902,0.06985802746093017,0.0713947870858902,-0.3494385445137449,0.12210729639188447,10.268464444444447
1990-10-01,56.03613,2.2830000000000013,4.65502,0.04247194535462406,0.09059788704447991,0.12858896636339878,0.09059788704447991,-0.27137280799656094,0.07364320091993833,11.865901666666673
1991-01-01,57.41652,1.3803899999999985,5.447960000000002,0.024633928146001516,0.1048318444844345,0.14094896075493923,0.1048318444844345,-0.2241712477552314,0.05025274832013734,12.551748888888888
1991-04-01,57.74551,0.32899000000000456,4.99821,0.005729884012475983,0.09475764636294182,0.06194047610795095,0.09475764636294182,-0.21292164343775935,0.04533562624423633,12.17675611111111
1991-07-01,59.06123,1.315719999999999,5.308100000000003,0.022784801796711163,0.09874959839547959,0.05811102994074169,0.09874959839547959,-0.1679314328156003,0.028200966127500476,12.794255833333338
1991-10-01,60.68599,1.6247599999999949,4.649859999999997,0.0275097555536854,0.08297967757587821,0.10443570843148464,0.08297967757587821,-0.11237379546839955,0.012627869907973696,13.710559444444435
1992-01-01,60.99679,0.3108000000000004,3.5802699999999987,0.005121445658215373,0.0623560954234077,0.0666181918040063,0.0623560954234077,-0.1017461866600155,0.010352286499854717,13.32225722222222
1992-04-01,61.57938,0.5825900000000033,3.8338699999999974,0.009551158347840927,0.06639252125403328,0.029659762632603615,0.06639252125403328,-0.08182489124278099,0.006695312826892936,13.218521944444447
1992-07-01,61.89802,0.31864000000000203,2.8367900000000006,0.005174459372601747,0.04803133967917694,0.0297683814036791,0.04803133967917694,-0.0709291986085998,0.005030951215258195,12.854747500000002
1992-10-01,62.52256,0.6245399999999961,1.8365700000000018,0.010089821936145826,0.03026349244693871,0.03086757625169101,0.03026349244693871,-0.04957344955715796,0.0024575269009960844,12.77520333333333
1993-01-01,62.86657,0.34401000000000437,1.8697800000000058,0.005502173935296284,0.03065374423801659,0.031539868279789385,0.03065374423801659,-0.03781024586934509,0.0014296146927003273,12.413321666666668
1993-04-01,63.91524,1.0486699999999942,2.3358599999999967,0.01668088461005568,0.037932502730621875,0.04504584783023913,0.037932502730621875,-0.0019516405633990595,3.8089008887045983e-06,12.734536944444443
1993-07-01,64.10093,0.18569000000000813,2.202910000000003,0.0029052538956282348,0.035589345184223964,0.03965471896642736,0.035589345184223964,0.004397911172858721,1.9341622684355572e-05,12.208975000000002
1993-10-01,64.66861,0.5676799999999957,2.1460500000000025,0.008856033758012583,0.034324410260872185,0.023712967122651474,0.034324410260872185,0.023809368599961054,0.0005668860331288114,12.093789999999998
1994-01-01,64.30709,-0.36151999999999873,1.4405199999999994,-0.005590347465331269,0.02291392706807449,0.0064426997744611025,0.02291392706807449,0.011447421571624556,0.00013104346063849521,11.06932888888889
1994-04-01,64.10716,-0.19993000000000904,0.1919199999999961,-0.003108988449018746,0.0030027267362211507,-0.01728853482446535,0.0030027267362211507,0.0046109420701434855,2.126078677421909e-05,10.236417499999988
1994-07-01,64.01176,-0.09539999999999793,-0.08917000000000996,-0.0014881333067944258,-0.0013910874616017699,-0.009163899321248614,-0.0013910874616017699,0.0013487995980720079,1.81926035575921e-06,9.517332222222223
1994-10-01,64.38584,0.3740800000000064,-0.2827699999999993,0.005843926178564773,-0.004372600555354489,0.008713089907670613,-0.004372600555354489,0.014140227857532653,0.00019994604386294247,9.319226388888886
1995-01-01,64.66271,0.2768700000000024,0.3556200000000018,0.004300169105505125,0.005530027870954912,0.020441863450006537,0.005530027870954912,0.023607621843302645,0.0005573198090963802,9.024191944444446
1995-04-01,65.31294,0.6502299999999934,1.2057800000000043,0.010055718357612875,0.01880881948287838,0.02900559241389833,0.01880881948287838,0.045841824145347314,0.002101472840972948,9.118696388888885
1995-07-01,64.73906,-0.5738800000000026,0.7272999999999996,-0.008786620231764242,0.011361974737142067,0.00236287884745634,0.011361974737142067,0.02621836165192563,0.0006874024877111645,8.027769166666658
1995-10-01,64.18282,-0.5562399999999883,-0.2030199999999951,-0.008592030838878273,-0.003153177779462002,-0.03430691310423295,-0.003153177779462002,0.007198087766547856,5.181246749492591e-05,7.00958583333334
1996-01-01,65.04171,0.8588899999999882,0.3789999999999907,0.013381929930782022,0.005861183362095179,0.00937169716214914,0.005861183362095179,0.036567286381196634,0.0013371664332844488,7.383382499999989
1996-04-01,64.2497,-0.7920099999999906,-1.0632399999999933,-0.012176955372175668,-0.016279163057121515,0.0020851326028468176,-0.016279163057121515,0.009485006933551391,8.996535652951797e-05,6.141343888888898
1996-07-01,64.25469,0.004989999999992278,-0.4843699999999984,7.766573229117668e-05,-0.007481881880892272,-0.02405405504802227,-0.007481881880892272,0.00965563681757248,9.323132235286122e-05,5.698050833333333
1996-10-01,64.44697,0.19227999999999668,0.26414999999998656,0.002992466386500192,0.0041155873176028646,0.006150156200122048,0.0041155873176028646,0.01623052942270777,0.00026343008534138255,5.4489336111111015
1997-01-01,64.34428,-0.10268999999999551,-0.6974299999999971,-0.001593403072324362,-0.01072281156199606,0.002790534276934542,-0.01072281156199606,0.012719110025883737,0.00016177575985053619,4.920888888888889
1997-04-01,63.10907,-1.235209999999995,-1.1406300000000016,-0.019196888985314575,-0.01775307900270351,-0.04108844205479634,-0.01775307900270351,-0.029518112227024867,0.000871318949447235,3.2961891666666645
1997-07-01,62.48709,-0.6219800000000006,-1.7675999999999945,-0.009855635647934569,-0.027509275976586256,-0.05689356252897726,-0.027509275976586256,-0.05078632370269639,0.002579250675235061,2.306715555555556
1997-10-01,62.77032,0.2832299999999961,-1.676649999999995,0.004532616257214128,-0.02601596320199373,-0.010706570301294072,-0.02601596320199373,-0.041101453552121844,0.0016893294840972294,2.2273111111111135
1998-01-01,62.50988,-0.26043999999999556,-1.8343999999999951,-0.004149094667670883,-0.028509138652262456,0.000729563688475432,-0.028509138652262456,-0.050007034112145944,0.002500703460693328,1.611951111111125
1998-04-01,61.85196,-0.6579200000000043,-1.2571100000000044,-0.010525056199116145,-0.019919640710915343,-0.02904691183811492,-0.019919640710915343,-0.07250419108515777,0.005256857724913071,0.6216877777777725
1998-07-01,60.58693,-1.2650299999999959,-1.9001599999999996,-0.020452545076987017,-0.030408841250248675,-0.0605783527962821,-0.030408841250248675,-0.11576108931833026,0.013400629800166437,-0.9326688888888981
1998-10-01,60.40696,-0.1799700000000044,-2.36336,-0.0029704426350700697,-0.037650915273332974,-0.04617867519481611,-0.037650915273332974,-0.12191504928372576,0.014863279241853282,-1.3633569444444404
1999-01-01,60.04894,-0.35801999999999623,-2.460940000000001,-0.005926800487890738,-0.039368816577475485,-0.01768042783493151,-0.039368816577475485,-0.1341573160326885,0.017998185445094655,-1.9458319444444498
1999-04-01,59.19227,-0.8566700000000012,-2.6596899999999977,-0.014266196872084635,-0.0430009008607003,-0.039812539376291034,-0.0430009008607003,-0.16345060315584925,0.026716099672010916,-2.981528888888896
1999-07-01,58.39258,-0.7996899999999982,-2.19435,-0.013510041091514102,-0.0362182074582752,-0.05440615258467796,-0.0362182074582752,-0.19079549533080617,0.03640292103852768,-3.9100924999999975
1999-10-01,58.34336,-0.04922000000000537,-2.063600000000001,-0.0008429153156104263,-0.03416162640861253,-0.02847745658362455,-0.03416162640861253,-0.19247854200245584,0.03704798913139116,-4.023402222222231
2000-01-01,57.72134,-0.6220199999999991,-2.327600000000004,-0.010661367463238314,-0.038761716693084036,-0.02285845046430568,-0.038761716693084036,-0.21374812125274872,0.04568825933907977,-4.653889444444445
2000-04-01,55.48491,-2.2364299999999986,-3.7073600000000013,-0.03874528900403207,-0.06263250252102182,-0.0955867866532597,-0.06263250252102182,-0.29022142616695173,0.08422847620637942,-6.827525000000001
2000-07-01,54.99213,-0.4927799999999962,-3.4004499999999993,-0.008881333681536097,-0.05823428250644169,-0.09232938966970228,-0.05823428250644169,-0.30707172561545704,0.09429304467245453,-7.207274444444437
2000-10-01,54.2579,-0.7342300000000037,-4.085459999999998,-0.013351546848612728,-0.07002442094524552,-0.04373955966668097,-0.07002442094524552,-0.3321782546224707,0.11034239284403097,-7.762946388888885
2001-01-01,55.14434,0.8864400000000003,-2.576999999999998,0.016337528728535444,-0.04464553317715769,0.005543362196368529,-0.04464553317715769,-0.30186700123732285,0.09112368643601387,-6.7139383333333384
2001-04-01,54.03165,-1.1126900000000006,-1.4532600000000002,-0.020177773457801806,-0.026191986253559785,-0.008322411302257526,-0.026191986253559785,-0.33991472982484167,0.1155420235518951,-7.616969166666678
2001-07-01,54.79763,0.765979999999999,-0.194500000000005,0.0141765058072445,-0.003536869730268788,-0.01253510557902271,-0.003536869730268788,-0.3137225297120811,0.0984218256489476,-6.653756111111107
2001-10-01,55.75216,0.9545300000000054,1.4942600000000041,0.01741918400485587,0.02753995270734766,0.064699219225405,0.02753995270734766,-0.28108298197763165,0.0790076427574376,-5.511159444444438
2002-01-01,55.6965,-0.05566000000000315,0.5521600000000007,-0.00099834696987533,0.010012994987336876,0.03307596635267185,0.010012994987336876,-0.28298624036332887,0.08008121223497174,-5.367650833333329
2002-04-01,56.27087,0.5743700000000018,2.239220000000003,0.010312497194617354,0.04144274698255557,0.018694271262495343,0.04144274698255557,-0.2633460226307949,0.06935112763545913,-4.580937222222225
2002-07-01,56.7026,0.4317299999999946,1.9049699999999987,0.007672353386396713,0.03476372974524633,0.03645425048128992,0.03476372974524633,-0.24858328919822223,0.06179365166860699,-3.943698055555565
2002-10-01,57.91028,1.2076800000000034,2.1581199999999967,0.021298494248940925,0.03870917288227038,0.059117319362795406,0.03870917288227038,-0.2072874378285013,0.042968081881504784,-2.5482866666666553
