tau,n_strategies,best_sharpe,median_sharpe,best_ann_return,median_ann_return,median_ann_turnover,min_ann_turnover,best_ann_turnover,median_avg_cash,best_strategy
1.0,509,0.8149584331085663,0.5883146775523294,0.08288474087368623,0.058887038172957124,0.6608695652173913,0.20800000000000002,0.7387826086956523,0.06417391304347825,z_smooth_only__RF_return_sortino_vs_bond__cash_allowed__g3p0__tau1p0__c0p0005__phl0p0__l10p001
3.0,258,0.8149584331085663,0.5795908084739028,0.08288474087368623,0.05888641615810794,0.5690434782608695,0.20800000000000002,0.7387826086956523,0.06405797101449273,z_smooth_only__RF_return_sortino_vs_bond__cash_allowed__g3p0__tau3p0__c0p0005__phl0p0__l10p0
5.0,135,0.7798741617644032,0.5701891809376548,0.07569724987387356,0.057682827545840684,0.5217391304347826,0.20800000000000002,0.8918260869565218,0.06626086956521737,z_plus_zsmooth__LOGIT_return_sortino_vs_bond__cash_allowed__g3p0__tau5p0__c0p0005__phl0p0__l10p001
