effective_trade_penalty,n_strategies,best_sharpe,median_sharpe,best_ann_return,median_ann_return,median_ann_turnover,min_ann_turnover,best_ann_turnover,median_avg_cash,best_strategy
0.0005,59,0.7744902826392858,0.6176343283173169,0.08082996880235131,0.058771922653874806,0.9356521739130435,0.5217391304347826,1.826782608695652,0.06284057971014492,z_smooth_only__LOGIT_return_sortino_vs_bond__cash_allowed__g0p5__tau1p0__c0p0005__phl0p0__l10p0
0.001,108,0.7882642621869785,0.6210509172158326,0.0799211947733254,0.062259160589323626,0.7916521739130435,0.43269565217391304,0.9836521739130435,0.06385507246376812,z_smooth_only__RF_return_sortino_vs_bond__cash_allowed__g3p0__tau1p0__c0p0005__phl0p0__l10p0005
0.0015,156,0.8149584331085663,0.6243147243212857,0.08288474087368623,0.06172783674483617,0.6483478260869566,0.3826086956521739,0.7387826086956523,0.062231884057971004,z_smooth_only__RF_return_sortino_vs_bond__cash_allowed__g3p0__tau1p0__c0p0005__phl0p0__l10p001
0.002,98,0.7528125448533025,0.594489004683423,0.07917384145339432,0.05998419452936224,0.5662608695652174,0.3826086956521739,1.5582608695652171,0.06005797101449275,z_plus_zsmooth__LOGIT_return_sortino_vs_bond__cash_allowed__g3p0__tau3p0__c0p0005__phl0p0__l10p0005
0.0025,126,0.7706941107859988,0.591696383613463,0.07501868634689457,0.05940475061052358,0.5467826086956522,0.3443478260869566,1.2466086956521738,0.060753623188405805,z_plus_zsmooth__LOGIT_return_sortino_vs_bond__cash_allowed__g3p0__tau3p0__c0p0005__phl0p0__l10p001
0.003,136,0.7636529281073847,0.5771915488265517,0.0733046300266538,0.057682827545840684,0.48695652173913045,0.21982608695652178,1.085217391304348,0.06591304347826087,z_plus_zsmooth__LOGIT_return_sortino_vs_bond__cash_allowed__g3p0__tau1p0__c0p0005__phl0p0__l10p0025
0.0035,132,0.7798741617644032,0.5481807727743755,0.07569724987387356,0.054608251036577876,0.42295652173913045,0.20800000000000002,0.8918260869565218,0.06678260869565217,z_plus_zsmooth__LOGIT_return_sortino_vs_bond__cash_allowed__g3p0__tau5p0__c0p0005__phl0p0__l10p001
0.004,48,0.7783596530776012,0.5602218850101761,0.07006586424293089,0.05821600452823075,0.3826086956521739,0.22886956521739132,0.7401739130434783,0.06942028985507248,z_plus_zsmooth__LOGIT_return_sortino_vs_bond__cash_allowed__g3p0__tau3p0__c0p0005__phl0p0__l10p0025
0.005,39,0.6933585426353307,0.5447342593558754,0.06607840003721545,0.05974250462473592,0.7040000000000001,0.22678260869565214,1.0351304347826087,0.08689855072463767,z_plus_zsmooth__LOGIT_return_sortino_vs_bond__cash_allowed__g0p25__tau5p0__c0p0005__phl0p0__l10p0025
