gamma,n_strategies,best_sharpe,median_sharpe,best_ann_return,median_ann_return,median_ann_turnover,min_ann_turnover,best_ann_turnover,median_avg_cash,best_strategy
0.25,229,0.7688568250399116,0.5630912006770838,0.08288474087368623,0.06366483361987915,0.5690434782608695,0.2434782608695652,1.2633043478260868,0.05652173913043478,z_smooth_only__LOGIT_return_sortino_vs_bond__cash_allowed__g0p25__tau1p0__c0p0005__phl0p0__l10p001
0.5,231,0.7744902826392858,0.5654295958164097,0.08082996880235131,0.06225001335631647,0.5968695652173913,0.21982608695652178,1.826782608695652,0.05913043478260869,z_smooth_only__LOGIT_return_sortino_vs_bond__cash_allowed__g0p5__tau1p0__c0p0005__phl0p0__l10p0
1.0,209,0.7710817737165577,0.5667899116933269,0.07968707162252663,0.058827308027983354,0.6525217391304349,0.22678260869565214,1.8170434782608695,0.06585507246376811,z_smooth_only__LOGIT_return_sortino_vs_bond__cash_allowed__g1p0__tau1p0__c0p0005__phl0p0__l10p0
2.0,153,0.7485062478020664,0.6211981251689378,0.06876057617344952,0.052973916454622086,0.6469565217391305,0.20800000000000002,1.0476521739130433,0.07657971014492754,z_plus_zsmooth__RF_return_sortino_vs_bond__cash_allowed__g2p0__tau1p0__c0p0005__phl0p0__l10p001
3.0,76,0.8149584331085663,0.700227974652215,0.05900379929463595,0.050047366346285455,0.8994782608695652,0.38886956521739124,0.7387826086956523,0.08666666666666666,z_smooth_only__RF_return_sortino_vs_bond__cash_allowed__g3p0__tau1p0__c0p0005__phl0p0__l10p001
5.0,4,0.782279931406154,0.7529190587616919,0.04397293375278785,0.04333872340084452,2.178782608695652,1.8789565217391302,2.178782608695652,0.18669565217391304,z_plus_zsmooth__LOGIT_return_sortino_vs_bond__cash_allowed__g5p0__tau1p0__c0p0005__phl0p0__l10p0005
